pagename,birthdate
sLoG,1970-01-01
sLush,1982-12-10
sSanaEE,1970-01-01
sSeoni,1995-07-26
sSul,1970-01-01
sTX_(player),1970-01-01
sUGGY,1970-01-01
sUPERSTAR,1986-06-26
saLemandr,1970-01-01
saSe,1987-07-12
sabeRLighT,1998-01-12
saberAltoria,1991-06-06
sacDeFromage,1970-01-01
sacsri,1992-02-18
saga,1970-01-01
sage,1990-11-21
sAikOu,1991-02-02
saiko,1994-07-04
sakura,1997-05-28
sakya,1992-08-31
salmosa,1970-01-01
saltTheWound,1993-10-27
san,1990-05-14
sandcastle,1970-01-01
sanddbox,1996-07-13
santaSam,1970-01-01
sarenS,1970-01-01
saroVati,1970-01-01
sasori,1970-01-01
sasquatch,1993-10-31
satO,2000-01-12
satiini,1987-06-16
satu,1970-01-01
scaM,1999-08-31
scarlett,1993-12-14
schnitzel_(Australian_player),1995-01-01
schnitzel_(American_player),1994-06-06
sculp,1992-07-09
scythe,1996-08-21
sea,1990-03-29
seal,1993-06-19
seala,1992-04-24
seed,1991-01-13
sefirofe,1991-11-04
seigifried,1997-06-08
sein,1989-05-18
seiplo,1970-01-01
seither,1994-06-29
seleCT,1988-10-21
semmo,1970-01-01
semper,1995-09-06
sen,1987-01-15
senSei,1988-09-15
sengKun,1993-06-22
senin,1995-05-29
seoHyeon,1987-11-15
seracis,1999-02-08
seriously,1985-06-12
serral,1998-03-22
servaNT,1970-01-01
shaDoWn,1995-07-21
shalko,1970-01-01
shame,2000-10-27
shana,1997-07-08
shark,1970-01-01
sharp,1992-06-15
shase,1970-01-01
shellbee,2000-08-11
sheth,1988-10-11
shew,1993-01-28
shine_(Choi_Kyung_Min),1994-11-27
shine_(Lee_Young_Han),1991-08-24
shino,2000-07-28
shinyStar,1970-01-01
shiro,1994-11-16
shoWTimE,1994-02-23
shout,1995-02-09
shuttle_(Korean_Terran),1994-05-19
shuttle_(Korean_Protoss),1990-07-04
siKaRi,1970-01-01
sia,1992-03-08
sickness,1993-09-14
silky_(American_player),1970-01-01
silky_(Chinese_player),1996-02-02
silver,1970-01-01
sinner,1970-01-01
sinok,1970-01-01
sioras,1999-07-01
siphonn,1994-12-09
sirRobin,1990-10-04
sirius,1992-08-08
siw,1992-08-27
sjaak,1998-08-23
sjoW,1986-12-23
skew,1970-01-01
skit,1970-01-01
skruffy,1970-01-01
sky,1985-03-27
skyler,1999-03-24
slam,1990-05-10
slayersMvP,1995-02-20
sleep,1992-09-16
slyCrab,2005-05-17
small,1993-06-04
smile_(Peruvian_player),1970-01-01
snake,1989-08-02
sniper,1995-01-22
snitchables,1996-08-09
snow,1993-04-01
snoxtar,2000-02-17
snute,1990-07-28
soN,1970-01-01
socceR,1988-02-12
socke,1987-02-02
sodoN,1984-09-04
solO,2000-04-06
solar,1996-05-09
solarian,1970-01-01
sombra,2002-12-22
sonG,1990-03-14
sonGDuri,1991-06-19
sonkie,1990-12-01
sonagi,1970-01-01
sonder,1970-01-01
sonic,1995-11-20
sopia,1984-05-01
sora,1994-02-14
sorry,1995-08-10
sortOf,1993-07-24
sottorks,1970-01-01
souLeer,2000-11-09
soulSpirit,1999-04-23
soularium,2000-09-13
soulkey,1991-12-10
soulman,1993-11-06
sound,1993-12-24
soundwave,1970-01-01
soyhi,1970-01-01
spaceMarine,1994-03-11
spades,1987-09-01
spanishiwa,1993-09-04
sparrow,1970-01-01
sparta,1970-01-01
spatz,2000-08-15
spazymazy,1970-01-01
speCial,1993-05-20
spear,1970-01-01
spectre_(American_player),1996-03-31
spectrum,1993-01-09
speeD,1997-06-27
spirit,1998-10-08
splendid,1995-08-22
spunky,1970-01-01
spy,1970-01-01
spyte,1991-12-21
squirtle,1992-07-06
ssQ,1985-07-28
ssemi,1970-01-01
ssoja,1988-01-03
stalife,1986-04-21
stallion,1970-01-01
star,2004-04-05
starDuck,2003-01-31
starDust,1990-05-27
starEagle,1983-03-08
starNaN,1992-02-22
starbuck,1997-01-30
starmaster,2001-02-27
state,1992-09-24
statiC,1970-01-01
stats,1992-05-15
steadfast,1970-01-01
stekepaNNe,1970-01-01
stephano,1993-03-12
sterling,1970-01-01
sting,1970-01-01
stoicWilly,1970-01-01
stork,1988-08-04
storm_(player),1996-04-14
str18-02,1970-01-01
strange,1997-03-04
strelok,1985-05-25
striKE,1993-10-01
strifeCro,1970-01-01
strinterN,1993-01-04
stripe,1970-01-01
stuN,1970-01-01
suGoSu,1985-11-07
suHoSin,1988-07-09
subZero,1997-03-22
sugar,1970-01-01
summer,1995-03-24
sun,1970-01-01
sunCow,1970-01-01
sunSet,2002-01-05
sunokasuri,1995-11-15
super_(Chinese_player),1984-05-05
super_(Korean_player),1994-05-04
superNova,1990-05-17
suppy,1993-03-05
supreme,1970-01-01
sushilicious,1988-01-12
swagger,1990-02-09
swift,1993-12-13
sylvanas,1995-04-10
symbol,1992-01-02
sync,1984-01-10
tABRIS,1970-01-01
tAGurPRGNANT,1970-01-01
tANGTANG,1996-02-11
tAiLS,1992-08-02
tH000,1989-03-20
tHERIDDLER,1997-01-02
tIME,2000-06-28
tKL,1992-11-16
tLO,1990-07-13
tMjpg,1970-01-01
tREME,1970-01-01
tRUE,1992-04-15
tT1,1988-03-18
tTLK,1970-01-01
tY,1994-09-18
taeJa,1995-01-01
takeCare,2000-03-20
tanDongHo,1990-05-24
tankboy,1985-10-01
targA,1990-04-15
tarki,1970-01-01
tarrantius,1970-01-01
tarson,1986-04-11
tassadar,1993-05-30
tcUltimate,1970-01-01
techFour,1990-03-30
teebuL,1970-01-01
tefel,1988-01-18
temp0,1988-08-13
terminator,1992-05-03
terrOr,1995-10-23
terraN,1970-01-01
theBest,1991-04-05
theKyoJin,1994-11-08
theMista,1992-03-13
theMusZero,1998-02-28
theStC,1989-01-02
theWinD,1982-08-06
theZergLord,1998-05-30
theo,1993-12-30
theoRy,1992-08-27
thisIsJimmy,1986-07-07
thorZaIN,1991-02-09
thorminator,1992-03-05
thuNdeR,1988-04-17
thuocLao,1988-02-23
tible,1970-01-01
tiffany,1970-01-01
tiger,1988-01-23
tileä,1995-03-15
time_(Canadian_player),1988-09-29
timorus,1970-01-01
titaN_(Russian_player),1989-11-04
toD,1985-03-20
toSsGirL,1985-05-21
tocon,1970-01-01
today,1993-09-02
tomikuS,1970-01-01
tonho,1990-02-04
tooDming,1988-07-10
top_(Chinese_player),1990-01-29
topClass,1992-02-10
topRush,1970-01-01
torcH,1986-08-12
tosyad,1970-01-01
totalBiscuit,1984-07-08
towelie,1970-01-01
trace,1970-01-01
trap,1994-03-24
trend,1995-03-04
triGGeR,1970-01-01
triMaster,1988-04-26
tricKsteR,1984-11-29
trifax,1970-01-01
troumen,1983-09-08
true_(Yoo_Ki_Sung),1992-06-14
trump,1970-01-01
trust,1995-04-12
truth,1996-10-17
try,1990-11-29
tuZeR,1970-01-01
tubbyTheFat,1993-02-17
tulimeri,1996-12-13
tunico,1992-07-29
turN,1992-12-20
turN_(Chinese_player),1997-09-26
turkeyDano,1993-12-10
turuk,1992-05-19
twine,1970-01-01
uhen,1989-06-28
ukko,1970-01-01
ukraineStar,1970-01-01
ultimate,1993-09-03
underdark,1983-11-26
ungNim,1998-03-19
uniden,1970-01-01
universe,1999-08-11
unix,1991-09-13
upakowka,2002-03-25
uply,1996-08-20
uzikoti,1970-01-01
vINES,1988-11-27
vOJ,1970-01-01
vaisravana,1970-01-01
valor,1991-11-07
valuE,1994-10-04
veniVidiVins,1970-01-01
venus,1970-01-01
ver,1970-01-01
veralynn,1970-01-01
viBE,1987-05-09
vindicta,2000-11-23
virium,1970-01-01
virus_(player),1992-10-26
vivid,1995-04-04
voidRay_(Player),1970-01-01
voltacus,1998-04-07
vortiX,1993-09-10
vriska,1970-01-01
wP,1970-01-01
wPz,1995-07-10
waKa,1994-07-25
waii,1970-01-01
wake,1994-04-05
wally,1970-01-01
wanderer,1970-01-01
wannaBeByuN,2007-06-17
wannabecool,1987-09-22
wanted,1970-01-01
warbattle,1996-03-29
warreN,1995-07-29
wayTeh,1991-06-16
webz,1991-08-26
weekend,1992-09-18
welmu,1993-12-05
whale,1970-01-01
whiplash,1989-06-30
white,1991-09-24
white-Ra,1980-11-15
whiteIdra,1970-01-01
wibu,1970-01-01
wildGame,1970-01-01
wilko,1970-01-01
winDraE,1996-09-01
wind,1970-01-01
winparkPrime,1970-01-01
winter_(Swedish_player),1995-02-18
winter_(Chinese_player),1999-03-20
winter_(American_player),1993-03-22
wolf_(French_player),1970-01-01
woodedMicrob,1999-04-21
woon,1993-02-01
wyScion,1970-01-01
xY,1987-06-09
xenocider,1997-08-12
xiGua,1987-01-14
xiami,1970-01-01
xionS,1991-05-29
xlorD,1991-09-27
xluoS,1990-02-20
xtinC,1997-06-29
xyz,1970-01-01
yB,1994-03-19
yaTa,1970-01-01
yanXII,2004-07-12
yangSongE,1970-01-01
yekke,1995-02-03
yellOw,1982-10-31
yenFu,1970-01-01
yoDa,1992-12-24
yoGer,1999-03-20
yoGo,1988-10-18
yong,1970-01-01
yongHwa,1992-01-30
yoonYJ,1989-05-01
yoshi_Kirishima,1994-12-17
youNai,1970-01-01
youngJoo,1994-03-18
youngStar,2003-09-25
youngYakov,2004-04-15
yourosia,1993-03-03
yours,1970-01-01
yuMe,1990-11-11
yugiOh,1992-06-17
zain,1970-01-01
zan,1970-01-01
zanDarke,1970-01-01
zanster,1996-11-21
zanubis,1988-02-09
zazu,1992-08-09
zeNa,1997-05-08
zeal_(American_player),1970-01-01
zeeRaX,1970-01-01
zelniq,1983-10-27
zenio,1991-03-31
zerO,1990-02-18
zergGirl,1970-01-01
zerghamdi,1970-01-01
zero_(Lim_Choon_Ho),1970-01-01
zervas,1994-06-19
zest,1992-07-11
zeth,1996-11-04
zeuS,1970-01-01
zhuGeLiang,1994-09-11
ziktomini,1970-01-01
zinho,1970-01-01
ziomek,1970-01-01
zion,1987-10-14
zipperTheFly,1998-06-14
znow,1970-01-01
zoia,1990-07-20
zombieGrub,1991-05-05
zoun,1997-06-17
zpuX,1988-05-19
zyM,1995-02-17
zycart,1970-01-01
aCtive,1990-03-13
aGaham,1970-01-01
aGiLe,1970-01-01
aLive,1992-11-16
aRaimaiRu,1970-01-01
actioN,1994-11-23
anypro,1987-08-19
asd,1991-07-16
avilo,1987-12-19
bLuR,1991-11-04
biGs,1988-09-13
binski,1993-03-12
breek,1993-09-12
brent,1970-01-01
btmn,1970-01-01
cArn,1970-01-01
cOre,1993-05-24
chorocarlo,1970-01-01
control_(Korean_player),2000-09-25
control_(Russian_player),1988-11-24
cypher,1970-01-01
dOpa,1970-01-01
daisuki,1989-04-29
danran,1970-01-01
dde,1970-01-01
deL,1988-04-11
desRow,1989-09-16
deth,1993-02-24
dice,1986-12-14
domickc,1970-01-01
dreamertt,1986-06-20
duckdeok,1995-01-27
eGGz,1999-08-22
eMotion,1995-08-01
effecto,1990-02-12
eins,1993-05-19
ekSi,1993-10-29
elfi,1990-10-24
kingdom,1970-01-01
elizae,1970-01-01
envious,1993-02-22
erL,1970-01-01
expertX,1970-01-01
feardragon,1990-09-13
firebathero,1988-03-02
flo,1993-08-19
fraer,1991-11-18
free,1988-07-14
frozz,1970-01-01
fubb_(Norwegian_Player),1970-01-01
fullheart,1999-07-16
ggod,1989-05-18
giX,1989-05-12
goblin,2002-02-03
gotquail,1970-01-01
hG,1970-01-01
hOpe_(Korean_Zerg),1991-02-27
hOpe_(Swedish_player),1970-01-01
hellokitty,1992-02-26
hendralisk,1970-01-01
herO(jOin),1992-08-18
hero_(Korean_Zerg_player),1990-06-20
hinO,1970-01-01
hiohu,1970-01-01
hitmaN,1992-12-01
ho8ot,1989-02-08
horror,1992-06-22
hyvaa,1991-04-23
iAsonu,1992-11-19
iNSoLeNCE,1990-08-08
iNcontroL,1985-09-11
iNkA,1988-05-03
iaguz,1990-11-09
iceiceice,1990-06-17
inNirvana,1991-11-14
indy_(Thai_player),1970-01-01
inori,1988-06-22
intense,1997-10-25
inuh,1989-08-21
itmeJP,1985-09-15
jEcho,1970-01-01
jeysen,1970-01-01
jheffe,1970-01-01
jjakji,1994-02-16
jjonga,1988-04-02
jookTo,1992-03-26
justfake,1989-02-26
kAra,1986-10-17
kAsyu,1992-01-04
kaozfate,2002-05-14
kauP,1993-06-19
kellyMILKIES,1989-12-05
kiwian,1990-11-26
kiyj,1970-01-01
knutzi,1986-11-17
kurOa,1990-05-06
luway,1970-01-01
mOOnGLaDe,1986-07-14
mOoNan,1986-08-14
mak0z,1970-01-01
merz,1990-01-28
miku,1994-08-16
miou,1985-12-23
miso_(Korean_Zerg),1970-01-01
monchi,1970-01-01
mooyong,1970-01-01
msrm,1995-02-19
nLghosT,1970-01-01
nanO,1997-07-26
nazomen,1987-07-27
nemuke,1991-05-28
niceq,1970-01-01
nirvAnA,1970-01-01
oDin,1987-07-15
oRioN,1970-01-01
omgabanana,1970-01-01
orb,1988-12-26
pal,1994-05-16
perhark,1990-05-21
picur,2000-08-03
piglet,2001-08-04
plato_(Israeli_player),1970-01-01
prabuty,1970-01-01
printf,1970-01-01
qualitY,1994-03-25
qxc,1989-10-11
rANDY,1987-09-08
rare,1992-10-06
repoduck,1970-01-01
roof,1970-01-01
row,1970-01-01
rsvp,1988-11-01
s2,1990-02-27
sC,1995-02-14
sKyHigh,1991-06-01
sLh,1989-12-24
sLivko,1989-08-27
sOs,1993-10-16
sSak,1990-02-28
sWs,1970-01-01
sYz,1970-01-01
sad_protoss,1999-05-26
shinyA,1989-10-25
sigh,1970-01-01
soO,1992-09-24
soy,2001-02-10
sprEEEzy,1970-01-01
stakimaN,1994-02-26
starkiller,1998-09-25
tavo,1999-02-22
tgun,1970-01-01
theognis,1970-01-01
tomve,1994-09-26
trOt,1990-02-22
uThermal,1995-11-10
uzer,1970-01-01
viOLet,1990-12-05
viPro,1993-08-25
vmgNarra,1997-12-14
wade,1970-01-01
whiteant,1970-01-01
wiNgiAN,1990-07-15
xD,1992-05-29
xKawaiian,1992-12-27
xiaOt,1970-01-01
yryf,1970-01-01
zUP,1970-01-01
ziGGy,1970-01-01
össy,1995-05-19
