pagename,birthdate
lindarang,1997-08-25
lindgarde,2004-08-26
lingwi,1970-01-01
links,1970-01-01
lira,1995-01-15
lloyd,1995-08-07
locodoco,1992-02-07
lodi,2002-07-18
lodik,1970-01-01
lokeN,1997-02-14
lonely,1970-01-01
longB,1997-04-12
looca,1970-01-01
looper,1993-02-28
lospa,2002-09-30
lost,1999-04-04
lotus0_(Serbian_player),2001-12-23
lourlo,1998-03-24
loveLing,1993-05-01
luana,2001-08-19
lucas,1970-01-01
luci,1970-01-01
lucid,2005-01-28
lucker,1997-10-10
lucky_(Swiss_player),1970-01-01
luger,2001-07-27
lukaLux,1970-01-01
lukasNegro,1998-10-11
lukezy,1997-02-26
lumerion,1970-01-01
lunar,1998-01-11
lunddorf,1970-01-01
lurox,1999-06-07
lustboy,1994-02-18
lvMao,1996-03-07
lvsyan,1996-04-22
lwx,1998-04-30
lynX,1996-02-22
lynkez,1999-05-26
lyric,1970-01-01
m1anhua,1999-11-05
mission,1995-09-28
mANTARRAYA,1994-05-06
mGX,1970-01-01
mMD,1994-12-24
maGeRdAnGeR,1970-01-01
maHa,1995-11-07
maKNooN,1991-11-16
maRin,1991-02-12
mac,1994-02-13
mac_(Australian_Caster),1992-01-08
madLife,1992-10-05
madly,1999-03-13
madness,1996-08-20
madrid1st,1970-01-01
maestro,1998-04-24
maestro_(Brazilian_coach),1970-01-01
mafa,1992-10-30
mafab,1997-09-09
magiFelix,2000-02-27
magic,1996-11-28
majd,1999-10-19
malice,1970-01-01
malrang,2000-02-09
manaty,2002-01-21
manu,1970-01-01
maoan,1970-01-01
mapSSi,1970-01-01
maple_(Taiwanese_player),1997-10-10
maplestreet,1993-01-10
marfz,1970-01-01
marioMe,1993-10-21
mark_(Chinese_player),1999-05-20
markZ,1970-01-01
markoon,2002-04-06
marky,1970-01-01
marlon_(Polish_player),1970-01-01
marrow_Ooze,1999-07-19
martin_(Chinese_player),1970-01-01
mash,1994-12-22
mask,1970-01-01
masterwork,1994-01-12
masyo,1970-01-01
mata,1994-02-27
matislaw,1970-01-01
matsukaze,1970-01-01
matt,1997-06-27
matty,1970-01-01
max_(Korean_player),1996-05-30
maxi,2000-06-24
maxim,1970-01-01
maximillion,1970-01-01
maxlore,1996-07-01
mayhem,1996-09-15
maynter,1970-01-01
mazurr,1970-01-01
meLikePanda,1999-11-21
meager,1998-07-01
meaning,2001-09-13
medic,1991-06-17
meech,1970-01-01
megaZero,1994-09-29
meight,2000-01-12
meiko,1998-06-08
meleks,1970-01-01
meliodas_(Vietnamese_player),2000-09-28
mellado,1970-01-01
mellisan,1989-06-07
melon,1970-01-01
melonik,1970-01-01
melzhet,1970-01-01
memento,1995-12-20
memory,1997-10-12
meng,1970-01-01
mephisto,1992-02-26
merao,1997-10-23
mercenary,1970-01-01
merit,1970-01-01
meron,1992-11-02
mersa,2002-08-22
merza,1994-08-18
metalx,1990-06-11
meteor,2000-12-26
meteos,1993-06-13
mewkyo,1970-01-01
mexi,1970-01-01
miSTakE,1989-05-13
mia,1998-11-03
michLit,1970-01-01
mickey,1997-07-15
midbeast,1995-04-22
midkid,1970-01-01
mido,1970-01-01
migab,1970-01-01
mightyDragon,1999-04-02
mightybear,1995-09-06
mihai,1970-01-01
mikeYeung,1999-05-22
mikkel,1970-01-01
mikyx,1998-11-02
milica,1970-01-01
mills,1998-03-28
mimer,1994-03-23
mimic,1970-01-01
mindrago,1970-01-01
minerva,1970-01-01
ming_(Shi_Sen-Ming),1998-12-22
mingjing,1970-01-01
miniduke,1970-01-01
minit,1970-01-01
minji,1970-01-01
minous,2004-05-03
miracle,1970-01-01
mirbs,1970-01-01
mireu,1970-01-01
mirmoooo,1970-01-01
mirror,1995-05-03
misaya,1992-10-19
mish,1970-01-01
mist,1970-01-01
mitsuki,2000-01-18
mixsi,1970-01-01
mjrDee,1998-12-28
mke,1993-05-15
mlxg,1996-05-01
mnM,2000-09-19
moMa,1991-06-01
moSiTing,1970-01-01
mocha,1997-01-29
moham,2002-08-08
ehe,1998-01-12
mole,2000-09-10
momo,1970-01-01
mong,1998-10-24
monk,1997-08-19
moo_(Irish_player),1970-01-01
moo,1991-09-15
mooJin,1998-04-09
moonBlack,1970-01-01
moopz,1992-06-19
morgan,2001-09-26
morning,1995-10-23
morsu,1994-10-12
motive,2001-01-08
motroco,1987-09-03
mountain,1995-02-02
mouse,1996-10-08
mousty,1970-01-01
move,1994-07-21
mowgli,1998-04-14
moyu,1997-08-23
mrFreezed,2002-08-16
mrRalleZ,1996-10-13
munckizz,1970-01-01
muvert,1986-06-14
mylon,1970-01-01
mystic,1995-01-08
mystiques,1997-03-01
mytant,1970-01-01
mytheos,1970-01-01
myths,1970-01-01
myw,1995-09-12
nIXWATER,1985-06-09
nL,1995-04-02
nOsFerus,1999-09-14
nUCLEARINT,1970-01-01
naMei,1993-05-04
naeHyun,1996-02-07
naelynn,1993-02-25
naerea,2001-03-17
nafkelah,1970-01-01
nagi,1970-01-01
nagne,1994-09-04
namex,1999-02-06
nap,1970-01-01
nappon,1994-06-04
nardeus,1970-01-01
narkuss,1970-01-01
naru,1996-08-27
naruterador,1993-06-23
nasser,1970-01-01
nate,1970-01-01
natsume,1970-01-01
naul,1998-07-27
nausicaa,1970-01-01
navio,1999-12-20
naxxy,1970-01-01
nazgul,1970-01-01
neephesto,1970-01-01
nemesis,1999-07-26
nemky,1970-01-01
nemoh,1970-01-01
neo_(American_player),1970-01-01
neo,1998-01-23
neon,1999-04-24
neos,1970-01-01
neramin,1970-01-01
nerroh,1996-08-08
nestea,1999-10-18
nevan,1997-07-29
new,1970-01-01
newbie,1997-01-16
nicoThePico,1992-02-07
nigelf,1970-01-01
night_(Belgian_player),1998-02-19
nightmares,1996-06-03
nikSar,1994-09-24
nikola,1970-01-01
nikolex,1970-01-01
niles,1970-01-01
nille,2000-08-16
ning,1998-03-12
nipphu,1994-09-24
nisbeth,1995-03-05
nisqy,1998-07-28
nite,1970-01-01
nixerino,1970-01-01
nji,1970-01-01
noFe,1988-08-11
noNHoly,1996-04-17
noway4u,1992-08-15
noXiAK,1994-06-11
noah,1970-01-01
nobody_(Argentinian_player),2000-01-23
nobody_(Australian_player),1970-01-01
noi,1970-01-01
nolan,1970-01-01
noltey,1970-01-01
noma,1970-01-01
nomanz,1998-09-21
nomi,1970-01-01
nooB,1998-08-15
noodle,1970-01-01
nova_(Park_Chan-ho),1997-01-07
noway,1997-03-05
nuclear,1997-05-19
nuguri,1999-07-17
nukes,1996-11-24
numandiel,1970-01-01
nxi,1970-01-01
nyph,1990-03-11
nyu,1994-05-10
oMON,2003-07-02
oN,1970-01-01
oPAL,1995-08-20
oRION,2004-03-30
oTTO,1996-03-08
obsess,1997-08-23
obvious,1970-01-01
octomalus,1970-01-01
oddOrange,1970-01-01
oddie,1997-08-28
odduGi,1970-01-01
odi11,1970-01-01
odoamne,1995-01-18
ohq,1996-09-05
olleh,1994-11-27
omarGod,1997-02-12
omni,1993-09-08
onFleek,1997-12-20
oncan,2001-01-06
once,1998-07-31
oner,2002-12-24
only,1996-04-09
only35,2000-04-30
ophelia,1970-01-01
optimas,1998-04-25
optimus,1996-12-15
ordno,1970-01-01
orome,1998-01-16
orre,1970-01-01
oscarinin,1970-01-01
outlandisch,1995-05-15
ovilee,1970-01-01
own3r,1970-01-01
ozoraVeki,1997-07-07
p1noy,1996-05-16
pCL,1970-01-01
pDD,1991-04-17
pk,1995-11-18
pOILK,1997-03-10
pop,1998-09-13
paSa,1995-12-17
pabu,1999-12-12
padden,1995-10-27
pades,1996-05-05
pain_(Filipino_player),1970-01-01
pak,2000-11-11
pake,1999-10-11
paladin,1999-06-16
paladin_(Croatian_player),1970-01-01
palafox,1970-01-01
palette,1999-11-06
pancake,2000-10-18
panda_(James_Ding),1970-01-01
pandar,1995-02-16
papa_Chau,1970-01-01
papaSmithy,1987-01-26
papiTeero,1970-01-01
papryze,1970-01-01
parang,1970-01-01
paranoia,1995-07-03
pastrytime,1970-01-01
pat_(Lee_Seung-yong),2001-11-07
patience,1970-01-01
patkicaA,1970-01-01
patoy,1993-03-04
patrik,2000-04-07
pawN,1997-01-26
paz,1996-12-06
pbd,1970-01-01
peach,1970-01-01
peanut,1998-02-03
pekiDo,1970-01-01
penguin,1997-07-07
penguin_(Irish_Commentator),1993-07-27
pepiinero,1994-10-18
peppe,1970-01-01
perkz,1998-09-30
peter_Zhang,1993-09-02
petland,1997-06-13
phantoml0rd,1988-10-07
phantomles,1999-01-19
phaxi,1997-02-17
philip,1970-01-01
phlaty,1997-06-23
phoenix_(Belgian_player),1970-01-01
phones,1970-01-01
phreak,1987-03-16
phrenic,1997-12-13
piOk,1970-01-01
piccaboo,1997-03-25
pierre,1994-01-25
pilot,1995-12-04
piloto,1970-01-01
pilter,1970-01-01
pink,1970-01-01
pink_Bean,1970-01-01
pirean,1998-04-09
piter_Pokir,1994-11-10
piwek,1970-01-01
pjush,1998-05-25
plasma,1970-01-01
plox,1970-01-01
ploxy,1998-07-22
plugo,1997-03-07
pobelter,1996-10-14
poby,2006-02-07
poeza,1970-01-01
pooh,1996-06-12
pooh_(Japanese_player),1970-01-01
poohManDu,1991-01-29
poppy_(Chang_Po-Hao),1991-09-06
poss,1998-05-02
potluck,1998-08-31
potter,1970-01-01
poulsen,1970-01-01
powder,1970-01-01
powerOfEvil,1997-10-27
pr1me,1970-01-01
praY,1994-01-06
practice,1970-01-01
praedyth,1999-06-21
praelus,1970-01-01
praevius,1999-07-23
prelude,1996-10-12
pretty,1997-07-30
pride_(Swiss_player),1998-03-13
pride_(Chilean_player),1996-05-19
pridestalkr,1970-01-01
prime_(Korean_player),1994-09-23
prime_(French_player),2000-02-24
primo_(Japanese_player),1970-01-01
prince,2000-04-05
prismal,1970-01-01
proDelta,2001-05-08
prodigy,1994-05-10
professor,1970-01-01
profit,1995-09-15
promise_(Leonardo_Braga),1970-01-01
prosfair,1996-06-11
proud,1998-10-26
prove,1970-01-01
psclly,2001-09-02
puff,1999-02-07
pukistyle,1994-02-22
pulsas,1970-01-01
pump,1970-01-01
pun1sher,1970-01-01
punch_(Korean_player),1998-06-06
punisher,1996-03-22
pvPStejos,1996-12-24
pyl,1994-11-06
pyosik,2000-03-21
pyrka,2000-06-04
qQmore,1999-05-03
qaspieL,1995-05-16
qingtian,2002-04-15
qiuQiu,1998-04-17
quickshot,1987-08-14
quicktimer,1970-01-01
quid,2004-04-27
quinncidence,1970-01-01
quixeth,1999-03-25
qwacker,1970-01-01
rBM,1970-01-01
rD,1993-10-19
rEFRA1N,1993-10-19
rEMIND,1970-01-01
rKR,1970-01-01
rabble,1970-01-01
raes,1998-10-27
rafitta,1970-01-01
ragner,1970-01-01
raheen,1970-01-01
rahel,1970-01-01
raid,1997-12-19
raina,1997-03-07
rainbow,1997-10-31
rainbrain,1987-12-31
raise,1997-10-18
raizins,1970-01-01
rakin,1994-12-25
rakyz,1998-12-12
rames,1970-01-01
ramune,1997-11-26
rando,1970-01-01
random,1970-01-01
rangJun,1970-01-01
ranger,1995-11-28
rapid,1996-09-26
rapidStar,1993-05-05
raqo,1998-11-11
rascal,1997-10-16
rather,1996-11-26
ravea,1994-06-01
raven_(Korean_player),1994-10-01
raven_(Singaporean_player),1970-01-01
raven_(Polish_player),2000-04-17
ravenzin,1970-01-01
rawbin_IV,1995-06-03
raxhy,2002-08-11
raxon,1970-01-01
raxxo,1996-10-12
rayFarky,1999-05-28
rayito,1970-01-01
raz,1992-09-28
razork,2000-10-07
reapered,1992-01-30
rebel,1970-01-01
rebengga,1970-01-01
reborn,2001-08-30
recap,1997-01-25
redBert,1970-01-01
redentor,1970-01-01
reedfoo,1970-01-01
reginald,1992-04-19
reignover,1995-07-04
rein,1970-01-01
reiya,1996-08-31
reje,1998-11-12
rekkles,1996-09-20
relic,1994-10-11
remilia,1995-02-12
ren,1995-04-04
renyu,1999-12-21
rest,1998-12-11
reven,1970-01-01
revenge,1999-06-21
reversed,1970-01-01
revol,1970-01-01
revolta,1995-12-27
rex_(Korean_player),1970-01-01
rey,1998-03-15
rharesh,1970-01-01
rhemio,1970-01-01
rhilech,1970-01-01
rhino,1970-01-01
rhioni,1970-01-01
rhobalas,1994-09-23
rich_(Thai_player),1970-01-01
rich_(Korean_player),1998-02-16
ricky,1970-01-01
rifty,1996-02-07
rikara,1970-01-01
rikka,1970-01-01
rillyaviel,1970-01-01
ripi,1996-09-16
rippii,1995-12-29
riss,1970-01-01
ritix,1970-01-01
riv,1984-12-12
river_(Korean_player),1999-07-23
riyev,1996-09-28
roach,1999-01-31
road,1995-09-30
roamer,1970-01-01
robba,1970-01-01
robin,1970-01-01
robo,1998-04-22
robocop,2000-06-08
robogod,1988-02-28
rock_(Taiwanese_player),1970-01-01
rockky,1970-01-01
rocklho,1998-06-08
rodov,1970-01-01
rogue_(Australian_player),1998-10-06
roison,1970-01-01
roki,1996-07-15
ronaldo,1970-01-01
ronop,1998-11-03
rookie,1997-03-11
roseThorn,1970-01-01
rosey,1994-03-05
rotteBengi,1970-01-01
roulette,2000-07-07
route,1970-01-01
rowelly,1996-11-17
royalKanin,2002-07-06
rubi0o,1970-01-01
ruby,1998-08-11
ruel,1970-01-01
rueven,1970-01-01
ruf,1970-01-01
rufus,1970-01-01
ruin,1995-11-16
ruler,1998-12-29
rulfchen,1970-01-01
rush,1993-04-06
rusty,1993-06-28
ruvelius,1999-06-09
rx_Dye,1970-01-01
ryan,1997-03-28
rybson,1970-01-01
rylle,1970-01-01
ryoma,1970-01-01
ryu,1994-01-18
ryuzaki,1970-01-01
s0NSTAR,1994-08-31
s1xu,1970-01-01
sLT,2000-11-17
sMILEY,1998-06-30
sOLKA,2002-08-25
sOUPerior,1998-01-03
sSONG,1989-10-05
sS,1998-03-04
sT3PZ,1970-01-01
saNTaS,1996-09-09
sacre,1996-09-07
sacrifice,1970-01-01
sadJesteRRR,1991-08-03
saddy,2000-06-12
safa,1970-01-01
safir,1970-01-01
saintvicious,1987-05-23
sairusq,1991-10-07
saitam,1970-01-01
saizo,1993-04-23
sajator,1970-01-01
saju,1999-10-23
sAKEN,1998-11-05
samd,2001-03-14
samux,1995-06-11
sangyoon,1995-12-20
sanity,1970-01-01
santorin,1997-05-06
sardoche,1993-06-28
sarkis,1996-12-03
saroo,1991-07-20
satorius,1994-04-12
saulius,1970-01-01
savage,1970-01-01
save,1993-07-06
saviour,1970-01-01
sawyor,1970-01-01
sayho,1995-02-25
scarface,1999-05-18
scarlet,1998-11-18
score,1992-07-08
scout,1998-03-14
scuro,1970-01-01
seal,1970-01-01
seb,1995-06-16
sebekx,1970-01-01
sebs,1994-12-18
secaf_Reis,1970-01-01
secr3t,1997-11-12
secret,1997-05-27
sedrion,1996-12-07
seelame,1999-04-07
seffe,1970-01-01
seigimitsu,1970-01-01
seiya,1996-06-08
seize,1970-01-01
selfdestruct,2021-10-16
selfie,1997-02-07
selfmade,1999-12-15
selfway,2001-07-06
send0o,1996-07-12
seongHwan,1997-12-11
sephis,1997-11-19
seraph,1995-03-09
sericus,1970-01-01
serin,1970-01-01
sertuss,1970-01-01
sevenarmy,1970-01-01
shLaYa,1991-01-14
shacker,1996-08-18
shade,1995-08-15
shad0w_(Italian_player),2001-02-25
shadow_(Argentinian_player),1999-10-07
shadowmaRe,1997-05-08
shady,1970-01-01
shanks,2001-03-15
shaoran,1999-09-20
shark,1970-01-01
sharkz,1970-01-01
sharp_(Norwegian_player),1970-01-01
shawi_Katami,1970-01-01
sheep,1970-01-01
sheepy,1993-10-17
shellkunchik,1970-01-01
shemek,1996-01-07
shenyi,1970-01-01
sheo,2001-07-05
shera,1970-01-01
shernfire,1998-05-04
shiauC,1970-01-01
shiganari,1999-04-26
shikari,1999-05-16
shine_(Vietnamese_player),2002-03-25
shini,1996-07-14
shinsekai,1970-01-01
shiny,1996-11-09
shiphtur,1993-01-27
shiro_(Malaysian_player),1999-03-02
shlatan,2001-07-23
shmebulock,1998-09-21
shogun,1970-01-01
shok,2000-03-07
shook,1994-11-05
shoryu,1970-01-01
showMaker,2000-07-22
shrimp,1970-01-01
shushei,1989-03-16
shy,1991-07-19
sidnik,1994-03-16
silas,2001-07-30
siler,1970-01-01
silk,1970-01-01
sim,1970-01-01
sinmivak,2001-01-17
sirT,1992-10-20
sirinox,1970-01-01
sivHD,1991-05-18
sjokz,1987-06-16
skain,1997-03-10
skash,1994-08-10
skeanz,2000-09-25
skeden,1970-01-01
sketchDreams,1970-01-01
skewer,1970-01-01
sks,1998-04-19
skuLL,1997-10-15
skude,1999-04-21
sky_(Kim_Ha-neul),1998-07-17
sky0,1995-03-08
skyBart,1970-01-01
skyTec,1970-01-01
skyyart,1988-07-19
sl4shD,1970-01-01
slay,1997-07-28
slayder,2000-11-22
slayer,1997-10-07
sleeping,1996-10-25
sloth,1970-01-01
slow,1997-02-13
slowQ,1970-01-01
slugger,1970-01-01
sly_(Filipino_player),1970-01-01
slyv3r,1992-12-21
small,1970-01-01
smash,2006-07-20
smeb,1995-06-30
smlz,1997-09-24
smoothie,1997-02-10
smurf_(Russian_player),1994-06-22
snaker,1970-01-01
sneaky,1994-03-19
snoopeh,1991-09-15
snow_(Chinese_player),1999-01-10
snowFlower,1997-02-24
snuggli,1993-05-18
snurmi,1998-03-05
soHwan,1996-10-24
soaR,1997-05-28
sof,1970-01-01
sofM,1998-02-05
solidSnake,1999-07-10
soligo,1970-01-01
solo,1993-05-26
sookie,1970-01-01
soren,1970-01-01
soren_(Mexican_player),1970-01-01
sorn,2000-09-25
sorry,1970-01-01
soul_(Spanish_player),1970-01-01
soulStrikes,1992-11-02
soulah,1998-02-03
souli,1970-01-01
southwind,1996-07-23
sozPurefect,1994-08-24
space,1993-09-05
sparz,1970-01-01
spawn,1970-01-01
spawn_(Canadian_player),1970-01-01
special,1998-01-27
spectral,1970-01-01
speedo,1970-01-01
speedy,1970-01-01
spica,2002-02-17
spirax,1970-01-01
spirit,1996-07-01
spontexx,1993-06-18
spooky_(Bulgarian_player),1970-01-01
spookz,1994-01-19
spot,2000-08-01
srtty,1970-01-01
ssumday,1996-07-03
st1ng,2001-01-19
stankie,1970-01-01
stanley,1991-05-06
stanniez,1996-08-21
starLast,1991-06-19
starScreen,1970-01-01
starSpring,2001-04-09
stardust_(Korean_player),1990-05-27
stark_(Vietnamese_player),1997-12-25
starky,1997-04-07
steak,1992-08-15
steal,1998-12-15
steeelback,1996-08-16
stefan,1970-01-01
stenBosse,1997-12-21
stepan,2002-03-18
steve_(French_player),1995-07-09
steve_Murphy,1970-01-01
stitch,1996-11-02
stixxay,1997-03-16
stomaged,1970-01-01
storm_(Korean_player),1970-01-01
stormFury,1993-12-11
straight,1970-01-01
strompest,1970-01-01
style,2002-01-11
suNo,1994-05-23
sufleks,1998-06-11
summit,1998-12-08
sun_(Chinese_player),2000-02-13
sun_(American_player),1970-01-01
sunShine,1970-01-01
sunSieu,1997-10-24
sunSunSun,1970-01-01
supa,1970-01-01
sven_(German_player),1970-01-01
svenskeren,1996-01-02
svensson,1993-03-01
swathe,1970-01-01
swiffer,1994-03-31
swift,1996-05-29
swip3rR,1994-04-20
sword,1997-06-16
swordArT,1996-12-21
swordd,1970-01-01
sya,1999-08-13
sybol,1996-07-14
sybr,1970-01-01
sylvie,1970-01-01
symphony,1989-03-29
szygenda,2001-04-14
tF_Blade,1970-01-01
tH,2002-05-18
tL_(Taiwanese_coach),1970-01-01
tOPKING,1970-01-01
tR1GGERED,1970-01-01
taara,1970-01-01
tabasko,1995-11-06
tabe,1991-01-18
tabzz,1994-03-17
tactical,2000-08-18
taeyoon,1970-01-01
taikki,1994-01-08
tak,1997-07-07
taka,1994-03-14
takeover,2002-12-22
taki_(Vietnamese_player),2003-06-30
tally,1997-08-21
tANK,1995-11-18
targamas,2000-06-30
tarzan_(Korean_player),1999-08-23
tasteLess,1997-11-02
tatuy,1970-01-01
taurus,1998-05-01
taxer,1999-06-05
tay,1970-01-01
teacherma,1999-06-19
teamLuke,1970-01-01
tear,1996-12-26
teddy,1998-03-15
teeen,2001-07-19
teh,1970-01-01
telas,1970-01-01
tempos,1970-01-01
tempt,1998-05-13
tenacity,1970-01-01
tgee,1970-01-01
th3Antønio,1999-04-12
thal,1998-11-13
thaldrin,1994-08-01
theKat,1970-01-01
theOddOne,1988-11-25
theRainMan,1990-09-03
theShy,1999-11-11
theTess,1993-04-01
thebausffs,1999-10-03
thien,1970-01-01
thinkcard,1970-01-01
thomasFate,1970-01-01
thurizao,1970-01-01
tian,2000-07-24
tiara,1998-09-22
tibor,2001-05-31
tide,1998-07-23
tierwulf,1996-11-05
tifa,1993-12-26
tiger,1995-11-21
tinowns,1997-05-06
tinikun,1989-06-08
tioo,1970-01-01
titan,2000-07-08
titeito,1970-01-01
toaster,1970-01-01
toland,1970-01-01
tolerant,1999-08-29
tolkin,1997-12-30
tom,1995-05-22
tomio,1970-01-01
tomo,1970-01-01
tonello,1994-11-13
tonerre,1997-12-12
tony_Top,1970-01-01
toongE,1970-01-01
topLop,1999-12-18
topoon,1970-01-01
tore,1999-12-27
totoro,1996-05-06
touch,1995-02-01
toyz,1992-06-09
traYtoN,1998-09-26
travanques,1970-01-01
treatz,1996-04-30
trianna,1970-01-01
trick,1995-07-11
trigo,1970-01-01
triple,1999-02-26
troubleinc,1970-01-01
truklax,1970-01-01
trymbi,2000-10-20
tsiperakos,1970-01-01
tuesday_(Canadian_player),1998-06-16
tulcas,1995-06-07
tulz,1995-05-27
tumay,1970-01-01
tuomari,1999-09-08
turanaga,1970-01-01
turtle,1994-05-23
tusiN,1995-11-12
tussle,1995-03-29
tutsz,2002-12-16
twiizt,1970-01-01
twila,1998-12-07
tyler1,1995-03-07
tynx,1999-10-22
typhoon,1970-01-01
typical,1970-01-01
tyrin,1970-01-01
u,1993-09-04
uDYSOF,1999-08-10
uNF0RGIVEN,2000-08-23
ucal,2001-01-30
uinyan,1970-01-01
umTi,1999-06-02
umut,2000-01-14
unforgiven_(Argentinian_player),1999-04-03
unho1y,1994-09-14
uniboy,2001-03-03
unified,1999-06-29
unknown,1997-02-22
unlimited,1990-06-09
untara,1996-12-31
upset,1999-12-16
urban,1970-01-01
uzi_(Chinese_player),1997-04-05
v1per,1970-01-01
vISÃO,1970-01-01
vahvel,1970-01-01
valdes,1991-09-14
valhalla,1998-01-28
valkyrie_(Korean_player),1970-01-01
value,1970-01-01
vamir,1994-05-18
vander,1994-04-18
vardags,1995-06-23
vasilii,1994-10-27
vaSKED,1970-01-01
vaunted,1970-01-01
vaynedeta,1970-01-01
vayu,1970-01-01
vecet,1970-01-01
vedius,1993-01-04
veignorem,1970-01-01
velja,1970-01-01
ventair,1997-12-05
venus,1999-06-06
venzer,1970-01-01
veritas,1995-05-22
veteran,1992-06-15
vetheo,2002-07-26
vicla,1970-01-01
victory,1999-08-07
viking,1997-09-14
vince,1995-04-30
vincentVega,1996-01-10
viod,1970-01-01
violet,1987-01-07
violet_(Cantonese_player),1970-01-01
violetFairy,1970-01-01
viper_(Korean_player),2000-10-19
visdom,1995-02-28
vital,2002-09-16
vizicsacsi,1993-06-14
vizility,1996-10-05
voidle,1970-01-01
v0N,1996-12-10
voyboy,1994-12-15
vsta,1970-01-01
vulcan,1999-04-20
vzz,1970-01-01
wadid,1997-05-25
waenA,1970-01-01
wako,1998-07-31
wakz,1993-02-08
warHorse,1970-01-01
warL0cK,1970-01-01
warangelus,1998-04-09
wardain,1996-12-25
warden,1970-01-01
warhunter,1993-10-26
warszi,1970-01-01
warzone,1994-09-23
wasteee,1970-01-01
wasteland,1970-01-01
watch,1992-01-02
wayne_(Hwang_Seo-hyeon),1970-01-01
wei_(Taiwanese_player),1970-01-01
wei,2002-11-09
weiLun,2002-05-18
weixiao,1992-06-18
weiZor,2001-09-27
weiwei,2000-08-14
welcom,2002-06-28
wenbo,1970-01-01
wendelbo,1999-09-18
werlyb,1997-08-14
west,1997-03-08
westdoor,1993-10-16
wh1t3zZ,1993-08-11
whiteKnight,1996-02-16
whitelotus,1996-08-27
wickd,1994-04-29
wildHeart,1996-01-18
wildPanda,1995-01-31
wildStars,1970-01-01
wildTurtle,1995-02-09
wilder,1997-07-09
will,1970-01-01
willer,2003-04-24
winds,1990-10-29
wing,1999-01-14
wings,1970-01-01
wink,1999-11-02
winner,2003-03-27
winsome,2002-06-30
winston,1970-01-01
winter_(Olivier_Lapointe),1970-01-01
winterer,1970-01-01
wisdom,1995-12-23
witsyy,1970-01-01
wixxi,1970-01-01
wiz,1998-04-23
wizer,1998-11-29
wojtuś,1970-01-01
wolf_(Korean_player),1996-09-09
wolf_(Danish_player),1997-08-13
wolf,1990-06-22
wolfe,1970-01-01
wolvyz,1994-04-09
wONDRO,1970-01-01
wooFe,1970-01-01
woodboy,1970-01-01
woody,1998-04-11
woolite,1970-01-01
woong_(Jang_Gun-woong),1990-02-27
woong_(Belgian_player),1997-07-09
world6,1998-10-16
wos,1970-01-01
wouLou,1970-01-01
wraith,1995-09-28
wunder,1998-11-09
wuxx,1996-01-10
wylenz,1970-01-01
wysek,1970-01-01
wyverN,1998-04-18
xLB,1970-01-01
xUN,1970-01-01
xaio,1970-01-01
xaky,1970-01-01
xavieles,1970-01-01
xeno_(American_player),1970-01-01
xeonerr,1970-01-01
xerxe,1999-11-05
xiao17,1970-01-01
xiaoWeiXiao,1994-09-15
xiaoXiao,1988-03-24
xiaobai,1999-02-15
xiaohao,1970-01-01
xiaohu,1998-01-28
xico,1970-01-01
xioh,1996-10-31
xiyang,1994-05-18
xmithie,1991-05-10
xoNix,1970-01-01
xpecial,1992-08-12
xuan_(Wu_Zheng-Hang),2000-10-10
xuanXuanPi,1997-10-22
xuhao,1999-12-29
xuzhu,2000-06-13
xx,1997-06-18
xypherz,1998-07-16
xyraz,1991-11-13
xzz,1970-01-01
y1han,1999-07-02
yado,1999-03-21
yagao,1998-10-19
yaharong,2000-06-12
yallaSafSaf,2000-04-25
yama,1970-01-01
yamatoCannon,1995-12-30
yameru,1996-12-10
yampi,1970-01-01
yang,1996-04-14
yang_(Korean_player),1993-12-15
yashiro,1970-01-01
yatsu,1970-01-01
yazmat,1970-01-01
yellOwStaR,1992-02-15
yellowpete,1989-10-05
yeon,1970-01-01
yeti,1994-02-08
yiJin,2000-10-28
yoDa,1970-01-01
yoon,1996-07-04
yoppa,1998-10-19
yoshino,2000-08-30
youdang,1999-11-01
young,1970-01-01
youngBuck,1991-07-28
youngjae,1970-01-01
yourRiver,1970-01-01
ysera,1997-03-02
yuekai,1970-01-01
yuhi,1999-08-12
yuki,1970-01-01
yunbee,1970-01-01
yupps,1970-01-01
yuri,1970-01-01
yursan,1970-01-01
yusa,1999-01-11
yusin,1970-01-01
yusui,1997-09-18
yutapon,1996-09-10
yutorimoyashi,1994-07-29
yuuki,1999-12-14
yuuki60,1991-06-21
yuzuki,1998-01-14
zWuJi,1998-09-29
zaZee,1999-02-21
zaboutine,1970-01-01
zachQ,1992-02-20
zamulek,1970-01-01
zantins,1993-03-05
zanzarah,1996-08-27
zappy,1993-08-30
zdz,2001-12-03
zealot,1995-01-12
zefa,1988-02-04
zeicro,1970-01-01
zeitnot,1995-01-02
zeka,2002-12-28
zelt,2000-04-20
zenit,2000-05-08
zergsting,1998-11-18
zerito,1970-01-01
zero_(Korean_player),1994-07-16
zerosS,2000-10-06
zerost,1996-01-27
zetural,1970-01-01
zeus,2004-01-31
zeypher,1996-03-06
zeyzal,1970-01-01
zhergoth,1970-01-01
zhuangZhou,1996-08-23
zhuo,2001-02-13
zica,2000-11-10
zihan,1970-01-01
zikz,1993-08-11
zin,1999-01-11
zionSpartan,1994-11-12
zirene,1990-03-05
ziv_(Taiwanese_player),1994-12-24
zoiren,1998-03-17
