pagename,birthdate
tRG,2004-05-18
taTu,2005-12-22
tadpole,1997-10-17
tagmata,2001-02-08
taha,1970-01-01
tahz,1999-08-03
talal,1970-01-01
talliebird,1999-02-10
tank,1970-01-01
tarbs,1996-11-24
taroco,2003-02-22
tatagane123,2005-02-23
tbates,1970-01-01
teejway,1970-01-01
tekoz,2003-03-28
tenhow,1970-01-01
tenon,1970-01-01
rexonik,2002-12-13
tequilaz,1995-07-02
terra,1999-05-27
testGravity,1998-09-02
texo,2003-10-31
thO,2001-12-04
thatGuyCrasher,1970-01-01
theCar,1999-06-08
theFlako,1984-12-20
theMagnet39,2002-08-19
theMustache,1988-04-04
theRealArkadian,1970-01-01
theShaka.,2004-06-22
theSunderlad,1998-11-13
thimoinho,1996-09-21
thornirhim,1970-01-01
threes,1996-08-25
thugga,2001-12-16
thundah,2001-07-07
thunder,1970-01-01
thunderB,1990-03-30
tiWakeZ,2003-04-13
tibiano,1998-06-10
tiempo,1970-01-01
tiger,1970-01-01
tigreee,2000-08-19
timbathy,1970-01-01
timii,2005-02-08
timmyJS,1970-01-01
tinny,1970-01-01
titanium,1970-01-01
tjester,2005-04-13
tmon,1970-01-01
tobee,2003-06-07
toetheGreat,1998-04-03
tom_Kelly,1970-01-01
tonio,1970-01-01
tool,1970-01-01
topCheese,1970-01-01
torment,2000-06-06
torsos,2000-08-30
tossis,2001-05-12
treefork,2001-11-09
trellski,1970-01-01
trey,2001-04-17
tri_House,1991-08-22
triToN,2005-03-29
trickShot,2000-11-02
triga,1970-01-01
trinity,1993-03-27
tristaN,1990-05-11
tulendeena,1970-01-01
turbopolsa,1998-08-09
turinturo,2003-04-08
turtle,2000-02-07
turtle_(American_Player),2004-01-14
turtle_(North_American_Player),1970-01-01
tuster,1970-01-01
tvaristo,2004-10-22
twiz,2004-02-09
twoTapTony,1999-11-16
twotakeoff,2000-07-03
twty,1970-01-01
txMpeR,2004-08-29
ty,1970-01-01
tylacto,1999-01-12
ulti,1996-01-07
unGiocoRotto,1990-05-02
una,1970-01-01
unknow,1970-01-01
vK-Sailen,2003-06-07
vafele,1970-01-01
valkyrie,2002-10-08
vandrey,1970-01-01
vatira,2006-05-14
vegas,2003-05-08
venom,2002-08-11
venso63,2003-07-15
vesh,2000-11-22
viictus,2003-03-06
viiexn,1970-01-01
vijal,2004-10-03
vince,1970-01-01
violentPanda,1998-11-02
viraelia,1970-01-01
virge,1996-09-24
vitali,2000-04-06
vivid,1970-01-01
vodible,1996-07-10
vogan,1995-10-14
volpini,1970-01-01
volts,2000-03-28
vorTex,2002-02-17
wORRY,2003-08-12
waantz,1970-01-01
waffle,2001-03-15
wais,2000-07-27
walcott,1997-02-07
walidos,1970-01-01
walrus,2004-08-15
warBean,2003-12-31
watson,1970-01-01
wave,1970-01-01
wee_Casper,1970-01-01
wellace,2004-07-13
werty_^^,2002-10-20
wesker,1992-10-29
wesley,2001-01-22
whiiskyDrink,2005-05-06
whiss,1970-01-01
widow,1970-01-01
wifi,2003-04-29
wildcherry,1998-09-23
wildscion,1997-01-23
wolf.,1998-02-25
wolfsonthemoon,2000-06-14
wondaMike,2004-05-25
wonder,1996-08-02
worst,1970-01-01
wreckrez,1970-01-01
wronskian,1970-01-01
wyverno,1999-07-09
x3MW,1970-01-01
xI,2000-11-02
xocion,2004-03-02
xpere,2000-03-19
yagi,2003-10-07
yami,1970-01-01
yannGCM45,1970-01-01
yawnathon,2002-07-02
yeezy,1970-01-01
yemen,1970-01-01
yim,1970-01-01
yoPeGo,1970-01-01
youngstar,2003-11-26
yujn,1994-02-15
yukeo,2000-01-26
yukiss,2000-07-26
yungEvoh,1970-01-01
zain_10,1970-01-01
zamas,1998-10-28
zamberg,2003-05-21
zamué,2000-10-19
zanejackey,1995-04-25
zanetti,2001-12-21
zaphare,2000-04-07
zapphire2k,1970-01-01
zeNeDaR,2001-11-04
zeddo,2001-02-21
zensuz,1970-01-01
zeph,1998-06-15
zez0nix,2002-11-17
zhearX,1970-01-01
zineel,2005-03-01
zoor,1993-08-27
zspeed,2001-09-18
zukoe,1970-01-01
zeleo,2002-02-21
acqua,2003-08-21
aenia,2002-04-05
ajay,1970-01-01
ajg,2004-06-19
ajwww_1904,2000-02-13
al0t,1997-03-31
alaindodger,1970-01-01
aleRL,2002-05-17
alluvis,2001-07-07
ams,2001-07-01
an_average_stem,1970-01-01
angie,1998-01-20
antmn7,2000-09-05
archie,2005-03-11
aris,2004-09-12
arise,2002-01-25
arju,2002-11-04
artiS,1970-01-01
assault,1970-01-01
astro,2005-10-10
ayLucky,2002-04-29
ayjacks,2001-05-13
baait,2004-10-26
big,1970-01-01
billy,2000-08-31
blaze,2004-12-22
bluey,2001-12-11
bntsw,2002-10-07
bo0odi44,1970-01-01
boludo_kid,1995-05-20
boomer,1970-01-01
bruz,2002-07-08
buzz,1970-01-01
cal,2002-06-09
caz,2004-11-08
celloh,1997-12-05
chikage,1970-01-01
chromyum,1998-02-04
cks,1999-01-15
classiiik,2003-04-24
coKaaa,1997-12-31
cpZebra,1970-01-01
creamz,2004-04-19
crr,2005-09-05
ctrl,1970-01-01
dHaaq,1998-01-13
d7oom-24,2003-08-03
dNa,2001-02-20
dan,1970-01-01
dani28201,2000-03-26
dani_ana,1999-09-28
daunt,2005-05-19
dave,2003-05-04
daxxser,2002-09-25
de_Boer,1995-12-16
delusioN,2001-07-16
desi,1970-01-01
dotcon,2003-07-11
dreaz,2006-03-09
dribbs,1970-01-01
durtho,2004-02-29
dyln,2001-09-26
eXuSeS,1989-11-21
eaze,2003-11-09
edurph,2003-11-05
eekso,2002-06-29
ejby,2003-09-28
eleven,1970-01-01
eli,1999-06-15
emre,2004-05-26
epsilon,1970-01-01
etreX,1970-01-01
evan,1970-01-01
f19chy,2001-07-26
fAsi,2000-11-24
faded,2001-10-29
fire,1999-07-28
flamebstrd,1970-01-01
florus,1970-01-01
fredi,2004-06-30
fruity,1996-02-22
fsool,2001-01-17
furane,1999-06-04
furlashh,1970-01-01
gReazymeister,1996-04-05
gear,2002-05-09
ghostfire,1997-10-14
gimmick,2000-06-30
gray,1970-01-01
grills,2002-09-19
grumpz,1970-01-01
gwillikers,1970-01-01
h4mburger,2000-01-06
hazo,1970-01-01
hec,1970-01-01
hockser,2002-01-23
hoodied,2004-02-16
hotknife,1993-04-02
hP,2003-08-03
iBamby,1970-01-01
iRicky01,2001-10-11
iRivelA,1998-08-31
iSuquin,2006-05-15
ic3fl4me,2003-02-26
immoo,2000-04-13
indigo,2005-07-15
itachi,2003-08-13
ivn,2003-06-21
ix,2006-09-10
james,1970-01-01
jasper,2002-01-23
jeFF,1994-05-07
jedd,1970-01-01
jojocats,1970-01-01
jruss,1970-01-01
jstn,2002-08-05
juicy_(French_Player),2005-03-05
junglies,1970-01-01
kadenyy,1970-01-01
kamal,2002-05-07
kayex,2002-03-18
kccolts81,1970-01-01
kenzo,2004-02-24
kfrost,2001-11-07
killerno7,1995-07-05
kinseh,2003-08-05
kirii,2002-07-30
kirn,2002-01-22
kokken,1990-10-26
kristian,2003-09-26
lecraM!,2000-11-14
lejdo,2003-10-05
leland,1999-06-30
li0n_za,1970-01-01
lubey,2002-05-12
maaivy,2001-11-14
mala,2002-02-28
math,2002-10-05
mathz,1970-01-01
matix,2002-11-13
matsgrey,2000-07-26
matt,2000-03-06
meeloox,1997-10-25
meepS,1970-01-01
mel_kin,1970-01-01
meqza,2002-01-14
meshinn,2002-06-27
mikan,2000-12-04
mirror_(Japanese_Player),1970-01-01
mist,2003-08-22
myotis,2003-08-11
n0lsk1,1970-01-01
naaico,1970-01-01
ncj,1970-01-01
nex.,2000-03-05
nexuhty,1970-01-01
niix,1999-12-25
niseron,2002-10-02
noah,1998-03-20
ntr,1970-01-01
nudging,2002-02-28
oKhaliD,2002-12-19
oVaMPiiERz,2002-01-24
oaly,2003-11-24
oath,2005-01-28
pahsi,2004-03-19
pAN,2002-11-08
pandaa,2004-05-07
pants,1970-01-01
parka,2004-05-27
paschy90,1995-07-05
pekitas,1970-01-01
percy,2003-12-02
peseta,1970-01-01
petrick,1999-12-09
pimay,1998-01-20
popo,1970-01-01
primethunder,2001-08-28
protomz,2001-07-06
renaN,2003-03-19
res,2004-04-10
retals,2003-01-02
richmond,1998-06-08
riddles_(English_Player),1970-01-01
ripoopi,1970-01-01
rise,2004-09-05
rizle,2002-04-09
ryful,1970-01-01
s1moN,1990-10-02
sQuillis,1970-01-01
saizen,2005-10-21
scheist,1970-01-01
shadey,1999-06-22
shallow,2003-10-03
shaolon,1995-07-18
sharvys,1970-01-01
shawneeboy,1997-03-29
shinon,2002-09-01
sigms,1998-09-11
sigmσyd,2001-11-03
sjmpson,1996-05-29
skiboy183,2003-08-18
smtx,2002-03-04
snYpz,1998-03-19
snipjz,1970-01-01
snow,2003-12-16
sobral,1970-01-01
solounturnomas,1989-08-03
sosa,2004-03-15
speedhack,1970-01-01
spoods,2001-04-30
spy,2006-04-02
stealth_(Welsh_Player),2003-03-24
surreal,2003-08-31
swoOpin,1970-01-01
synk,2002-02-28
taingerz,2001-02-18
tander,1998-12-31
tcorrell,2001-02-08
tehda,1998-06-05
temma,1970-01-01
tgex,2005-03-20
therealmobagz,1970-01-01
therm,2000-02-07
thomas,2003-12-16
timi,1970-01-01
totothdt,2002-02-13
trill.,2003-01-02
trk511,1970-01-01
twistt,1970-01-01
ulrik,2001-11-21
valt,2003-10-22
virtuoso,2003-08-21
waiwai,1970-01-01
womped,1970-01-01
xAimz,1970-01-01
xeGi,2004-11-05
xkoeckiiej,1970-01-01
xkorez,1970-01-01
xoz1N,2003-04-03
xpurt,2005-04-10
yeatzy,1970-01-01
zen,2007-02-20
zgocBrayt,1997-05-19
zol,1970-01-01
zolRL,2002-11-16
zoroh,2002-01-10
zsi,2003-10-04
danii,2003-02-28
álex_Polo,1970-01-01
