pagename,birthdate
rEZ,1998-01-11
rICIOLI,1999-11-25
rIKO,1996-03-01
rIPablo_Escobar,2000-01-06
rIZZ,1993-11-28
rMN,1994-08-08
rOMJkE,1988-02-07
rOUX,2000-05-26
rUBINO,1994-03-21
rUSH,1994-05-05
rYM,1996-09-10
rZU,2000-07-24
rak,1970-01-01
raZ,1991-10-25
radifaction,1970-01-01
raijin,1970-01-01
rainwaker,2001-04-27
rambo,1983-12-03
rambolina,1970-01-01
rambutan,1997-09-11
rampage,1999-10-18
ramz1kBO$$,1999-12-09
randomRambo,1990-05-31
raph,1998-02-27
rashiiiE,1970-01-01
rattlesnK,1988-06-22
ravenlot,2003-01-08
raxxE,1986-04-26
rayaN,1970-01-01
rb,1970-01-01
reDWateR,1970-01-01
reTr00,2003-05-23
reacTioNNN,2001-02-20
reaction,1970-01-01
reality,1997-06-09
realx,1970-01-01
red,1985-07-21
redFox,1970-01-01
redeye,1971-11-11
regnaM,1987-11-13
reita,1994-11-12
rejin,1987-12-05
relaxa,1993-07-10
relik,1970-01-01
relyks,1995-01-12
remakz,1970-01-01
remind,1997-04-05
remoy,1997-12-11
restik,1998-12-02
reversive,1992-07-15
rew4z,1987-11-22
rezst,2000-07-10
riTz,1970-01-01
riX,1989-02-13
richard_Lewis,1982-01-11
richie,1987-10-24
rickeh,1991-11-22
riley,1993-02-03
rita,1988-06-20
roLEX,2000-09-02
roSeY,1970-01-01
robbaN,1985-01-05
robiNasTy,1970-01-01
roc,1987-09-30
rock1nG,1996-08-19
roflko,1999-07-03
roman_R.,1983-07-07
roninbaby,2003-07-30
rossR,1990-05-07
rossi,1998-09-03
rpK,1989-08-12
ruStY,1997-10-04
rub3nix,1970-01-01
rushly,1970-01-01
russ,1998-01-17
rytter,1970-01-01
ryu,1985-08-14
ryxxo,1996-08-15
s0tF1k,1994-09-29
s1ck_(Swedish_player),1970-01-01
s3NSEY,2003-05-17
s3mig0d,1996-06-04
sADDYX,2001-03-07
sAGGERTON,1995-11-19
sANJI,1998-11-18
sATURN,2002-02-24
sAYN,1999-06-20
sBT,2001-12-16
sEMINTE,1997-06-14
sEMPHIS,1989-04-21
sENER1,1997-01-19
sENSEi,1998-10-31
sHANEY,1995-01-03
sHOCK,2000-10-29
sHOOWTiME,1997-04-01
sHOUW,1989-09-07
sHiNE,2002-12-23
sHiPZ,2000-08-16
sIDOF,1995-05-05
sIXER,1991-04-21
sKYTTEN,1992-12-01
sL4M,1988-03-31
sLIGHT,2002-10-24
sLOWLY,2001-09-23
sNk,1996-02-02
sOKER,1993-05-11
sOLA,1970-01-01
sOON,1970-01-01
sOULZOR,1990-10-11
sP33D,1998-04-01
sPELLAN,1997-11-13
sPIKEONE,1970-01-01
sPiKe,1970-01-01
sTOMP,1994-12-28
sTOVVE,1970-01-01
sTYKO,1996-02-23
sVEN1,1990-07-11
sZPERO,1991-06-06
sa7evA,1970-01-01
saAku,1970-01-01
saVage,2005-02-02
saidonz,1970-01-01
sakuraton,1988-03-19
sally,1970-01-01
samE,1990-12-05
samVan,1970-01-01
samppa,1970-01-01
samuelsson,1991-06-11
samzter,1970-01-01
sanCor,1970-01-01
sandMan,1970-01-01
sandeN,1995-11-24
sandmaN,1991-01-12
sanke,1979-04-28
sapec,2002-09-05
sasuKe,1996-09-06
savage_(Chinese_player),1989-03-01
savage_(Brazilian_player),1978-09-19
sayf,2001-01-01
scRm,1970-01-01
scariuM,1983-11-23
schabi,1987-07-20
schapiro,1970-01-01
schuster,1994-01-06
schwaByyjee,1996-12-09
scrawny,1994-06-22
screaM_(Belgian_player),1994-07-02
screaM_(Swedish_player),1985-02-28
scrunK,1995-07-10
scurK,1970-01-01
searph,1992-10-05
sebaxinho,1990-11-19
secretAgent,1988-10-21
seeeya,1997-05-21
seltzer,1970-01-01
semmler,1988-06-28
senpai,2000-12-04
seokE,2000-12-27
sephi,1991-06-19
sergiz,2000-08-08
seveN89,2000-01-16
sf,1992-05-22
shahZaM,1993-10-08
shakezullah,1998-01-04
shara,1992-08-12
sheekey,1992-05-01
sheva,1970-01-01
sheyl,2000-06-16
shipta,1996-12-04
shiri,1985-11-03
shoT_UP,1999-12-08
shockwave,1970-01-01
shokkk,1990-04-29
sicK,1998-09-02
sico,1994-08-08
sideny,1991-02-18
sidney,1998-06-09
sileNt,1995-03-27
sindi,1997-01-16
sirScoots,1966-08-26
sjokz,1987-06-16
skadoodle,1993-07-21
skipper,1970-01-01
skriv,1998-05-21
skulL,1998-01-01
skurk_(Norwegian_player),1992-10-17
slemmy,1990-08-27
sliggy,1989-08-24
sllayer,1987-07-30
sloWye,1994-03-13
sm1llee,2002-12-31
smartshi,1987-08-31
smash,2002-06-22
smithZz,1988-12-17
smix,1990-09-03
smyli,1996-12-09
snajdan,1986-02-02
snakes,2002-07-10
snappi,1990-06-09
snax,1993-07-05
snoop,1970-01-01
snypeR,1986-09-12
sobek,1990-08-13
sobol,1998-01-24
solEk,1986-09-25
solaar,1987-01-28
solido,1970-01-01
sonatz,1970-01-01
sonia,1989-03-05
sonic_(South_African_player),1998-12-02
sophie,1984-02-27
soren,1995-09-05
souledge,1982-08-26
sound,1970-01-01
spanisfury,1988-02-16
sparkle,1970-01-01
spawN,1985-11-11
spiidi,1995-09-13
spinx,2000-09-13
spitfire,1991-03-24
spongey,1999-09-21
spotlight,1970-01-01
spyDaemoN,1990-06-12
spyn,1996-03-14
squid,1998-10-14
squidi,1970-01-01
stanj,1970-01-01
starhydra,1970-01-01
starry,1970-01-01
stev0se,1993-06-23
stevie,1989-11-07
stewie2K,1998-01-07
stiG,1970-01-01
storen,1993-03-29
storm,1985-08-13
straka,1997-02-08
strawberry,1992-07-07
strings,1970-01-01
strongLegs,1991-11-17
strykerX,1970-01-01
styroN,2001-09-06
subbey,1970-01-01
subroza,1997-07-06
sugar,2000-08-02
summer,1997-05-16
sunPayus,1998-11-19
sunde,1985-05-05
surreal,1996-05-11
svedjehed,2003-07-22
svetaska,1970-01-01
swaggy,2001-06-14
swani,1995-03-13
swift,1980-09-02
swisher,1998-09-17
sydow,1986-09-27
sys,1994-07-28
szanto,1993-02-16
t.c,1992-08-23
tACO,1995-01-24
tANK,1970-01-01
tENGU9,1995-10-13
tHREAT,1988-04-05
tHRONE,1995-10-05
tK,1995-03-22
tM,1970-01-01
tMB,2002-02-03
tOAO,1996-10-07
tONI,1993-03-30
tOR,1994-04-23
tORAS,1997-01-31
tORKA,1970-01-01
tRAVIS,1997-12-03
tTyke,2003-01-07
tWEEZYCS,2001-04-17
taZ,1986-06-06
tadpole,2003-03-26
tafa,1984-12-13
taymore,1970-01-01
teSeS,2000-12-12
teaTime,1996-12-25
tech_Girl,1970-01-01
techno4K,2005-05-20
tedd,2001-08-07
telsek,1970-01-01
templ,2000-10-28
tenZ,2001-05-05
tenshi,1993-07-28
tentpole,1985-06-26
texta,2001-07-19
the_eLiVe,1970-01-01
theEternalJay,1996-11-17
theM4N,1996-01-29
thomas,1998-01-11
thorin,1983-03-05
tico,1970-01-01
tiduS,1994-02-21
timon,1970-01-01
tin,1970-01-01
tio,1995-03-24
tixo,1988-02-27
toH1o,1989-06-30
toM223,1998-04-10
toft,2002-07-09
toldersma,1994-12-26
tombizz,1994-08-02
tommy,1993-12-28
tonya,1992-12-31
topa,1999-10-28
torPe,1991-12-25
torres,1997-12-03
tosspoT,1986-04-18
toy,1995-05-01
tresh1k,1970-01-01
troubley,1992-08-04
tsaGa,1991-01-10
tsogoo,1994-05-30
tuGuX,1991-08-02
tuKoN,1970-01-01
tunGY,2000-08-17
tuurtle,1998-10-31
twiksar,1998-09-04
twinx,1998-08-31
twista,1987-06-06
twistzz,1999-11-14
twixie,2002-04-13
uN,1970-01-01
uSTILO,1993-08-10
uber_(Canadian_player),1996-12-17
uber_(Australian_commentator),1991-10-14
ugin,1970-01-01
ultimate,1997-09-23
unicorN,1970-01-01
unknownFME,1998-11-28
upmind,2000-12-15
uzzziii,1990-03-07
v3nom,1989-07-26
v4D1M,1994-06-02
vAATI,1991-04-25
vANITY_(British_player),1997-08-29
vINI,1999-05-20
vKLL,1994-02-25
vNko,1970-01-01
vORMISTO,1970-01-01
valiance_(Australian_player),2000-10-11
vasili,1997-12-15
vegi,2000-05-19
venom,1970-01-01
vertigo_(Norwegian_player),1990-09-21
vesslan,1970-01-01
vexite,2004-09-05
vhz,1970-01-01
vicoN,1970-01-01
vinS,1998-09-25
vince_Hill,1985-12-06
viper,1970-01-01
viva,1970-01-01
viztA,1997-06-16
vofkiN,1970-01-01
volcano,1986-09-22
voltage,2000-03-16
vonoX,1970-01-01
wANGJ,1970-01-01
wHiTE,1970-01-01
wIDOW,1989-08-19
wLTR,1970-01-01
wOOD7,1995-05-23
wT,1970-01-01
walco,2001-11-12
warclown,1970-01-01
wARDELL,1998-07-05
warden,1985-04-25
weZ,1998-04-15
whindanski,1992-03-18
whitey,1997-08-11
whoopie,1970-01-01
wildeity,1998-10-18
wilksyy,1998-08-18
winspai,1994-12-28
wolfY,1998-12-08
wolfy6678,1970-01-01
worldEdit,1991-10-16
woro2k,2001-08-08
xANTARES,1995-08-07
xELLOW,2000-10-06
xTQZZZ,1988-12-23
xaisty,1999-01-09
xamp,1992-08-04
xargon,1984-07-31
xciteD,1985-12-23
xenitron,1970-01-01
xenon,1982-12-03
xeppaa,2000-07-19
xeqtR,1982-11-16
xertion,1986-07-04
xiaosaGe,1990-01-15
xigN,1997-03-26
xizt,1991-02-22
xock,1970-01-01
xomA,1991-06-28
xotiC,2001-02-02
xp3,1987-07-15
xpG,1994-07-08
xperteN,1990-09-02
xyGJin,1998-01-11
xyp9x,1995-09-11
yDNA,1998-08-08
yEKINDAR,1999-10-04
yJ,1995-09-05
yNk,1992-07-08
yOUNS,1996-09-21
yYsakula,1989-12-18
yoRLiN,1970-01-01
yoshi,1970-01-01
youM3,1996-03-15
yuRk0,1989-02-14
zED,1970-01-01
zEDKO,1998-05-03
zEDc,2001-02-04
zELIN,1993-11-13
zEN,1970-01-01
zENCER,2000-10-13
zER,1996-05-13
zINKEN,1998-05-10
zKi,1970-01-01
zOREE,1993-10-15
zaMpA,1993-07-29
zac,1994-02-02
zad,1985-09-08
zais,1993-06-18
zellsis,1998-03-02
zendy,1998-05-09
zeo,1970-01-01
zero,1998-09-16
zeroGravity,1983-05-09
zerocool,1970-01-01
zerpherr,1997-07-15
zescht,1997-01-26
zeus_(Ukrainian_player),1987-10-08
zilkenberg,1991-03-13
zipZip,1996-03-07
zisa,1970-01-01
zitte,1994-10-07
zix,1998-09-24
zloba,1988-10-09
zorineq,1970-01-01
zorrele,1970-01-01
zote,1970-01-01
zyphon,2004-02-02
zyppe,1989-09-09
zywOo,2000-11-09
a2z,1990-11-27
aKis,1992-08-13
aLx-,1970-01-01
aME,1970-01-01
aNGeldusT,1970-01-01
aNNa,1987-03-25
aNdz,1992-05-31
aNouC,1970-01-01
aVN,1997-01-23
abE,1992-09-04
abizz,2004-09-01
ableJ,1998-11-05
abr,1991-09-13
acAp,1993-12-20
aceox,1993-10-29
acl,1970-01-01
acoR,1997-06-24
adM,1999-07-05
adaro,1999-12-03
addi,1990-01-20
adinbisplatna,1970-01-01
adr,1987-10-10
adreN_(American_player),1990-04-26
adrnking,1998-06-12
advent,1992-06-16
adx,1999-08-20
aer0z,1989-09-22
afro,1999-06-11
agM,1993-04-30
ahl,1984-01-01
aidKiT,2001-06-13
aimaNNN,1993-02-05
aizy,1996-06-04
ajk,1994-02-16
akEz,1992-06-04
akz,2000-05-29
alecks,1970-01-01
alejandrinho,1993-03-16
alex,1982-02-28
alexRr,1995-08-21
alexze,1970-01-01
ali,1985-05-30
aliStair,1998-04-07
aliche,1985-07-31
allee,1970-01-01
allen,1988-12-10
allu,1992-05-20
almazer,1998-11-06
alone,1995-12-08
alter,1999-02-17
am0,1970-01-01
ami,1986-10-10
amster,2001-06-14
anarkez,1999-11-08
andkilde,1993-06-01
andrew,1994-07-05
anger,1987-08-17
annaEX,1995-04-17
anv1k,1970-01-01
apEX,1993-02-22
apoc,1987-10-09
apocdud,1999-01-31
approx,1987-03-20
aproto,1999-06-15
arT,1996-03-27
arTisT,1970-01-01
ara,1999-11-18
arch,1996-05-11
archie,1970-01-01
ardiis,1998-05-01
ari,1970-01-01
arieldidi,1994-12-21
arken,1996-08-02
arki,1989-12-07
artStar,1995-06-01
arvid,1997-01-24
arya,1992-09-26
asYLum,2000-03-26
ashhh,1990-09-11
aslak,1993-03-25
asmo,1990-07-23
astaRR,1970-01-01
atLaNtis,1970-01-01
atarax1a,2002-03-01
atter,1970-01-01
atx,1988-01-10
aumaN,1994-07-16
aune,1970-01-01
aurora,1996-04-26
autimatic,1996-09-10
ave,1988-07-10
avis,1996-11-22
avm,1997-02-23
awzek,1998-11-10
ayaya,1998-08-02
ayken,1994-06-13
azizz,1997-10-25
azl,1986-01-30
b0RUP,1999-09-29
b0bbzki,1994-11-13
b0denmaster,1998-04-04
b0ychild,1970-01-01
b1t,2003-01-05
b4d,1986-07-03
b4rtiN,2002-01-11
bENITA,1992-12-07
bLazE,1998-03-16
bLitz,2001-06-26
badge,1970-01-01
bail,1970-01-01
balblna,1996-01-15
bali,1987-03-19
bandit,1985-06-06
barb1,1970-01-01
barce,1996-08-22
bardi,1970-01-01
barrack,1970-01-01
barsiC,1970-01-01
base,1970-01-01
bczz,1993-03-09
bdN,1970-01-01
bds,1979-01-29
beAst,1988-02-23
beastik,1998-01-05
becker,1970-01-01
becker_(American_player),1992-04-17
bedonka,2000-05-14
bee-1os-,1990-11-18
ben1337,1998-03-18
benny,1996-08-28
benoR,1970-01-01
benq1,1990-03-25
berg,1996-04-10
beta,1970-01-01
bevah,1970-01-01
bew,1997-09-22
beyAz,1996-11-04
bibu,2002-01-10
bigun,1970-01-01
biguzera,1997-02-18
birdfromsky,1993-09-09
bishop,1992-01-10
bishop_(Turkish_player),1993-11-20
bisou,1983-12-21
bit,1990-07-16
bitchiR,1994-07-07
bl00dsh0t,1970-01-01
blackie,1999-02-09
blackmamba,1988-01-08
blackpoisoN,1992-10-26
bladE,1989-08-24
blade_(Czech_player),1992-02-10
blade_(American_player),1991-12-25
blameF,1997-06-10
blaq,1994-08-10
bld,1992-02-14
blocker,1997-04-17
blogg1s,1999-05-11
blomstar,1988-10-06
bloodR,1970-01-01
bnc,1999-12-06
bnwGiggs,1996-08-07
boX,1995-02-16
bobeksde,2003-11-21
boco,1970-01-01
bodito,1997-12-01
bodyy,1997-01-08
boltz,1997-04-10
bondik,1993-07-02
boostey,1995-02-09
boq,1987-06-23
bottle,1994-02-07
bq,2001-08-22
brA,1991-04-25
brTT,1991-02-19
bramz,1970-01-01
breAker,1991-04-21
brett,1998-06-10
broky,2001-02-14
brunk,1984-04-13
bruno_(Brazilian_player),1986-12-17
brutt,2000-08-16
bsl,1981-10-27
bt0,1987-05-22
btk,1970-01-01
buZZa,1970-01-01
bubble,1991-08-07
bullet,1970-01-01
bullet_girl,1994-12-01
buster,1999-12-17
byali,1994-04-30
byr9,1998-06-07
c0llins,1998-08-18
c0sta,1998-05-21
c4Lypso,1970-01-01
cAmyy,1991-01-08
cArn,1985-04-10
cENTRYZ,1995-01-22
cJ,1970-01-01
cLy,1970-01-01
cadelao,1994-02-16
cadiaN,1995-06-26
caike,1994-10-09
cajunb,1989-12-13
calc,1983-03-19
cam,1998-04-12
capseN,1999-04-17
captainMo,1989-05-30
cara,1999-02-23
carnees,1970-01-01
caseyfoster,1970-01-01
cash,1988-01-01
cass1n,2002-03-09
cau,1989-05-24
cbbk,1994-05-16
ceM,1994-06-20
cedrik,1989-07-29
ceh9,1989-01-03
cello,1991-05-13
cent,1987-04-11
centeks,1970-01-01
chancehangtsz,1998-06-05
chay,2001-08-17
cheK,1992-03-01
cheK_(Kuwaiti_player),1970-01-01
chea,1970-01-01
chelleos,1970-01-01
chelo,1998-06-08
cheti,1970-01-01
chop,2002-01-31
chopper,1997-02-04
chrisJ,1990-05-25
chrissK,1997-05-16
chrizzo,1984-12-15
chuch,1998-12-28
chuti,1991-02-09
cky,1988-03-15
ckzao,1996-07-01
clax,2002-06-08
clickzai,1995-03-20
clover,1996-10-06
clowN,1986-06-13
coMplot,1970-01-01
coachi,1987-06-25
coali,1970-01-01
cogu,1985-04-19
coldzera,1994-10-31
coloN,1991-04-14
conoR,1998-04-06
contE,1987-01-19
cool4st,2002-06-11
coolio,2000-07-12
cover6,1990-09-27
cqntrl,1970-01-01
crZ,1970-01-01
crZy,1988-01-01
craft1k,1986-06-01
crank,1998-04-02
crashies,1997-12-20
crazyd33R,2000-01-25
crazyface,1999-11-26
crazyguy,1996-08-27
creo,1970-01-01
crisby,1991-02-12
cromen,1995-05-31
crovex,1990-07-23
crow,1997-11-28
crush,1995-08-12
cruzN,1994-05-27
cryo,1970-01-01
crypt,1970-01-01
cubed,1970-01-01
curry,2002-08-05
cxzi,2000-06-15
cynic,2000-02-13
cype,1995-10-01
cyphoneR,1970-01-01
cyx,1990-07-10
d0di,1992-04-21
d4v41,1998-10-14
d@rklord,1991-10-30
dArk,1970-01-01
dEE,1996-02-11
dK,1970-01-01
dOMM,2000-01-02
dOk,1988-04-05
dRiim,1970-01-01
da_bears,1970-01-01
dalito,1986-05-24
dan1,1999-10-18
dandaowang,1992-06-27
danoco,1995-12-14
dapr,1999-01-01
daps,1993-07-29
darchevile,1970-01-01
darko,1997-12-12
darti,1992-12-02
dastan,1993-08-05
dav1d,2000-06-07
dav1dK,1995-06-30
dav1g,2001-06-06
davidp,1994-09-08
daxen,1997-06-17
dayV1D,1995-08-31
dazzLe,1995-10-29
dboorN,1970-01-01
ddk,1988-05-11
deNos,1970-01-01
deStiny,1970-01-01
dead,1985-11-23
deathX,1989-07-10
decent,1993-06-07
decipLe,1970-01-01
deco,1997-09-12
def,1995-01-06
deffe,1987-11-04
degster,2001-07-21
dejavux,1970-01-01
dejvin,1970-01-01
deko,2001-07-10
delboNi,1997-12-03
denis,1994-08-18
dennis,1991-01-07
dennyslaw,1999-11-17
dephh,1991-12-23
derciak,1970-01-01
dersor,1992-10-05
desi,1992-11-21
destru,1990-06-07
dev1ce,1995-09-08
deviaNt,1988-07-13
devoduvek,1994-11-03
devraNN,2001-06-14
dexter,1994-08-15
dezon,1997-09-30
dfen,1970-01-01
dffiaNt,1970-01-01
dgt,2001-05-12
diGitaL,1984-01-12
diNGo,1988-04-01
diSTURBED,1993-03-27
di^,1995-04-24
dim2k,1970-01-01
dimasick,1996-07-06
dinamo,1993-02-05
disco_doplan,1995-08-16
dispenser,1970-01-01
disruptor,1986-01-05
dizzaman,1989-03-31
dizzy,1995-11-23
dizzywi,2000-05-19
djL,1994-01-27
djay,1993-07-30
dmm,1970-01-01
dobbo,2003-09-05
dobu,1999-03-13
dok,1995-12-01
doktizh,1996-05-10
donQ,1990-04-04
doto,1996-02-18
doublemagic,1997-05-31
downie,1995-01-06
draWsouL,1990-01-30
dracU,1970-01-01
draek,1970-01-01
dragoNfly,1996-09-15
dragunov,1991-11-28
draken_(William_Sundin),1995-10-05
draken_(Pontus_Johansson),1987-06-28
dreaM,1990-02-12
dread,1970-01-01
dream3r,1970-01-01
drg,1998-09-23
drifking,1992-11-24
drizzer,1988-11-13
drop,2004-01-15
dshq,1991-04-30
dsn,1986-05-15
dsr,1970-01-01
dukefissura,1996-06-22
duken,1996-09-06
dukiiii,1996-07-26
dukka,1995-02-17
dumau,2003-11-09
dupreeh,1993-03-26
dusT,1990-09-03
dycha,1997-08-11
dyvo,1998-05-29
dzt,1997-01-26
e1,1970-01-01
eDi,2000-09-01
eGene,1985-03-05
eLUSIVE_(Australian_player),1970-01-01
ec1s,2000-06-26
ecfN,1995-08-20
ed101,1970-01-01
eddeman,1992-08-01
eduzin,1981-08-26
effys,1992-09-19
ekul,1995-03-04
eleKz,1989-02-14
electronic,1998-09-02
elemeNt,1986-07-24
elemeNt_(Chilean_player),2000-04-04
element,1970-01-01
elo,1970-01-01
els,1987-10-11
emagine,1991-04-16
emi,1993-09-05
emilio,1993-01-23
emode,1990-10-05
emp,1994-09-04
en1x,1983-09-20
enanoks,1994-04-11
encg,1970-01-01
enemy_(Korean_player),1970-01-01
enix,1970-01-01
enkay_J,1989-06-26
ensa,1994-03-13
equix,1994-10-15
eraa,2001-08-12
erkaSt,1995-03-19
es3tag,1995-11-29
evidence,1970-01-01
evil,1992-07-09
exhie,2000-07-29
exit,1996-08-29
f0rest,1988-06-10
f0rsakeN,2004-03-25
f11,1991-12-16
f4stzin,1999-01-05
f6tal,1970-01-01
fANTASTIKA,1990-03-08
fAlsu,1970-01-01
fP1,1995-06-13
fRoD,1986-08-13
face,1988-07-23
facecrack,1994-04-22
faculty,1970-01-01
fagger,1999-12-25
failzzr,1995-01-15
fakeS2,1970-01-01
fakebrother,1970-01-01
faker,1990-06-18
fakzwall,2000-01-05
fame,2003-03-03
faos,1994-01-18
fara,1997-04-02
farlig,1999-03-17
faveN,2000-02-08
fbm,1991-02-15
fdt,1993-02-24
feLiZnOJkE,1996-12-09
fearLess,1990-09-27
feddan,1970-01-01
fejtZ,1997-09-03
fel1x,1987-12-23
felippe1,1994-06-10
felps,1996-12-16
fender,1970-01-01
fenvicious,1994-10-06
fer,1991-10-30
ferg,1988-09-12
ferus,1970-01-01
fines,1970-01-01
fisker,1984-10-10
fitch,1992-07-15
fix,1997-08-11
fl0m,1992-09-14
fl0w,1970-01-01
flameZ,2003-06-22
flamie,1997-04-05
flashie,1995-08-21
flashstep,1991-09-14
fleav,2000-10-25
fleks,1986-10-11
fletch,1996-01-10
flex0r,1970-01-01
flexeeee,1999-10-21
flickz,1990-10-12
flomaster,1999-07-17
floppy,1999-12-31
floreNz,1988-09-11
flowsicK,1991-04-10
flusha,1993-08-12
fly_(Jessica_Pellegrini),1995-01-12
flying,2001-10-08
fnazze,1986-02-18
fnx,1990-01-30
focs,1970-01-01
focuzz,1988-11-05
food,1996-09-14
forget,1989-10-14
forsaken,1970-01-01
forsyy,2001-11-12
fostar,2000-03-09
fourthreeone4,1987-09-23
fox_(Portuguese_player),1986-11-15
foxz,1999-04-08
fpg,1970-01-01
fr3nd,2002-04-27
frazehh,1997-10-29
freakazoid,1992-11-25
freddieb,1994-06-07
fredi,1992-11-09
frenz,1970-01-01
frgdibtJ,1986-06-27
friberg,1991-10-19
frostezoR,1999-08-08
frozen,2002-07-18
frozt,1990-02-14
fruit,1970-01-01
frz,1970-01-01
fullspeed,1995-01-18
funtz,1996-07-28
fury,1988-02-25
fv,1989-01-06
fxy0,1993-05-13
gAndhi,1993-10-08
gAtito,1994-02-08
gAuLeS,1983-12-02
gMd,2001-01-29
gRuChA,2001-05-17
gaB,2000-04-29
gabee,1998-12-09
gabesson,1990-05-07
gade,1994-11-06
gas,1996-03-13
gazR,1970-01-01
gejmzilla,1996-11-29
get_(German_player),1991-02-01
get_(Swedish_player),1987-05-28
ghx,1970-01-01
giftig,1987-06-04
gimpen,1992-12-25
gio,1993-09-23
gla1ve,1995-06-07
glaVed,2002-06-21
glace,1993-08-09
gloRinsz,1970-01-01
globe,1987-04-05
glow,1988-02-28
glowiing,1993-12-06
goa7er,1991-02-07
gob_b,1987-07-10
godlike,1986-08-21
goffe,1998-04-24
goodfornothing,1984-12-09
gore,1982-03-19
gotzeloff,1992-07-06
gr3eps,1996-06-02
granzales,1997-02-13
grape,2000-12-08
gravityy,1970-01-01
greykarn,1985-10-09
grux,1999-11-13
guddo,1987-03-04
guerri,1990-05-25
guishorro,1993-04-01
gulito,1999-02-20
gut0,1990-10-12
gxx-,1999-05-03
h1glaiN,2000-04-21
h1x,1970-01-01
h4rn,2000-06-07
hAdji,1995-11-03
hEllberg,1998-11-11
hMp,1994-11-12
hRRR,1970-01-01
hacker,1988-06-16
hades_(Canadian_player),1990-12-14
hades_(Polish_player),2000-01-01
haflex,1970-01-01
hally,1993-07-06
hallzerk,2000-07-14
hampus,1998-11-26
haptiiC,1970-01-01
hardstyle,1983-06-16
hardzao,2001-01-16
haste,1991-01-29
hasteka,1998-07-19
havoK,1993-02-10
hazed,1989-05-22
hazy,1970-01-01
headshinsky,1991-01-03
hee,1970-01-01
heku,1970-01-01
hel,1993-04-07
heliumbrella,1970-01-01
hellff,1998-11-28
hemzk9,1970-01-01
henkka,1970-01-01
henza,1996-12-24
hibb,1987-09-10
hiffer,1970-01-01
hiji,1998-02-26
hk0n,1970-01-01
hns,1998-09-29
hoag,1996-09-18
holzt,1994-07-15
honda,2000-07-21
hooch,1987-03-13
hoody,1998-09-17
hool,1990-01-16
hornet,1970-01-01
horvy,1998-09-03
hostile,1970-01-01
hoyland,1993-12-25
hpp,1995-04-25
hpx,1985-04-22
huNter-,1996-01-03
hudzG,1989-11-09
huggan,1993-03-26
hussaR,1997-03-01
hutji,1995-09-13
huynh,1994-09-20
hyber,1981-11-24
hyde,1970-01-01
hydra,1996-03-15
hypathor,1995-06-06
hyrule,1970-01-01
hyskeee,1997-05-02
hyvlarn,1990-09-23
iDISBALANCE,1996-12-17
iDk,1998-02-26
iLLa,1970-01-01
iLight,1981-12-04
iM,1999-07-29
iNsideR,1985-01-12
iRene,1970-01-01
icem4N,2000-08-08
ichibaNNN,1994-09-13
igiebup,1970-01-01
iksou,1981-05-17
imoRR,1999-12-20
impi,1990-02-12
impi_(Austrian_player),1970-01-01
impsta,1990-09-15
impulsivE,1970-01-01
inVert,1970-01-01
ink-mate,1998-03-09
innersh1ne,1993-11-26
innocent,1993-12-20
ins,1986-01-07
insane,1970-01-01
insane_(American_player),1999-08-02
instanz,1989-10-24
interz,2000-08-04
invul,1970-01-01
inzane,1991-04-09
ioRek,1970-01-01
isak,2001-09-02
izaa,2002-04-10
izak,1987-12-02
izzatR,1993-12-26
j1NZO,2001-04-01
j1n,1991-01-06
j3kie,2000-07-27
j9,1996-05-17
jL,1999-09-29
jOELZ,1995-06-13
jR,1993-10-22
jakem,1991-03-04
jarod,1986-10-11
jasonR,1994-08-02
jaxi,1994-07-15
jayzaR,1997-06-18
jcrueL,1970-01-01
jdm64,1990-05-20
jedqr,1998-11-03
jemi,1970-01-01
jenko,2000-01-15
jenson,1992-06-21
jeorgesnorts,2003-04-14
jet-,1970-01-01
jeyN,1998-01-15
jigetus,1990-09-09
jimNeso,1970-01-01
jitter,2003-08-18
jkaem,1994-02-27
jks,1995-12-12
jmitchell,1970-01-01
jmqa,1997-04-17
jnt,1994-05-22
joel,2004-09-24
joel_b,1970-01-01
jokasteve,1990-10-12
jokes,1997-01-07
jonba,1970-01-01
joshbM,1990-06-27
jrz,1970-01-01
juanflatroo,1997-03-18
juho,1995-06-05
juice,1970-01-01
juliano,1993-11-04
julih,1999-02-13
junior,2000-12-10
juricM,1970-01-01
just9n,1992-10-14
juv3nile,1989-01-13
k0nfig,1997-04-19
k1Ng,1970-01-01
k1Ng0r,1989-01-16
k1Nky,1991-03-23
k1nchiNs,1970-01-01
k1to,1998-11-28
k4Mi,2001-06-23
kARMApangya,1970-01-01
kAyle,2000-05-26
kAzoo,1998-07-12
kHRYSTAL,1990-03-18
kIMERA,1970-01-01
kNgV-,1992-09-26
kREATIV,1994-12-27
kRYSTAL,1993-07-23
kRaSnaL,2003-04-02
kUcheR,1988-09-12
kVIN_S,1970-01-01
kaNibalistic,1993-11-11
kaah,1995-10-22
kabal,1995-06-01
kaboose,2000-06-23
kade0,2000-01-07
kaiG,1995-04-03
kajsk1ng,1970-01-01
kakafu,1989-04-09
kalinka,1994-05-20
kalle,1991-10-15
kamil,1995-09-05
kanarito,1994-09-04
kane,1986-01-04
kap3r,1995-10-06
kapacho,1970-01-01
karl,1988-04-23
karrigan,1990-04-14
kassad,1986-10-30
kathi,1970-01-01
kaz,1997-02-05
