pagename,birthdate
spaceHead,1970-01-01
spades,2000-01-10
spark,1995-04-01
sparko,1970-01-01
sparky,2003-05-28
sparxo,1970-01-01
spawNsss,1970-01-01
speakEasy,2000-09-17
speakEqsy,1970-01-01
speca,1970-01-01
spiritz,2002-01-17
spruce,1970-01-01
squall_K,1970-01-01
staed,2001-04-26
static,1998-06-24
stazio,1970-01-01
sternab,1997-03-10
steve,1970-01-01
stickula,2003-03-26
stif,1970-01-01
stigi,1999-06-25
stigs,1970-01-01
stk,2001-08-28
stoax,1970-01-01
stony,1970-01-01
storMz,1970-01-01
stryderEpic,1970-01-01
sua,1970-01-01
summerRain,1992-01-15
sunan,1970-01-01
sunbi,1970-01-01
sushi,1970-01-01
suzuC,1999-01-02
swaggyP,1970-01-01
sways,1999-08-24
sweater,2002-04-08
swish,1989-11-03
syAIL,2000-09-25
syred,1998-08-01
szagi,1970-01-01
t3b,2002-07-18
tORNADOTOBi,1970-01-01
tORTANK,1991-08-22
tPEX,1994-10-05
taHa,1970-01-01
tactiss,1970-01-01
taipon,1998-11-24
taiyoGA33,1970-01-01
talon,1970-01-01
tangoMangoDown,1970-01-01
tankNinjaz,1970-01-01
tanler,1970-01-01
tapis,1970-01-01
tatsukin,1970-01-01
tchubZ,1991-06-06
teamSix,1991-09-08
teck,2001-01-22
teddis,1970-01-01
tellorista,1991-06-14
templat,2000-04-28
temps,1970-01-01
tex,1970-01-01
thaii,2001-10-22
the_Evil_Waffle,1997-04-14
thinkingnade,1999-01-30
thomsen,1970-01-01
thoreBnB,1991-09-10
thumperr,1970-01-01
thuunder,2001-03-28
thyy,1970-01-01
tifa,1970-01-01
tigerB,1997-01-17
tiie,1970-01-01
tilarian,1970-01-01
tit0n,1970-01-01
titan,1999-03-26
tmurX,1970-01-01
toda,1970-01-01
todd,1970-01-01
toldersma,1994-12-26
tolji,2001-10-12
tomHagen,1970-01-01
tomas,1970-01-01
tomorrow,2001-02-03
tomozoh,1970-01-01
tonello,1994-11-13
torok,1991-11-25
toski,1970-01-01
tr1ixd,2003-04-20
tradyZ,2001-12-19
treiko,2002-03-14
tribizzle,1970-01-01
triicK,1970-01-01
trippen,1997-03-21
tru3Ta1ent,1970-01-01
tucu,1997-06-03
twister,2000-02-05
typerek,1997-06-20
tyrant,2000-09-18
tyrone,1970-01-01
uUNO,1995-03-26
unProPlayer,1970-01-01
undead,1970-01-01
unit,1970-01-01
unseen,2005-11-15
urameshi,1970-01-01
uzumaki,1970-01-01
vBM,1970-01-01
vISION,1998-03-18
vITO,2000-03-03
vJ,1970-01-01
vaNiSh,1970-01-01
vale,1970-01-01
vamos,1997-08-25
vapo,1970-01-01
vast,1970-01-01
vector,1970-01-01
velly,1970-01-01
velveT,1970-01-01
verdipwnz,1970-01-01
vertcL,1997-09-10
vespertuss,1990-07-31
vetel,2001-09-26
victory,1970-01-01
viiRuS,2000-11-09
viicrodrigues,1995-05-08
vincere,1970-01-01
virtue,1994-10-29
vittzzz,1970-01-01
vivas,1970-01-01
vnx,1970-01-01
voy,1994-02-19
wARBARK,1970-01-01
wATB,1992-09-02
wAYOUMAN,1970-01-01
waZo,2002-10-23
waiffer,2001-12-18
warTurtle,2000-11-29
warden,1970-01-01
weTz,2002-12-26
welshyy,1970-01-01
whimpy,1970-01-01
whiskerzz,1996-01-12
whiteshark67,1994-08-30
wiLL,2000-06-25
wikS,1994-03-29
willkey,1987-01-22
wishMaster,1970-01-01
wispy,1995-03-06
wittloc,1970-01-01
wokka,1997-07-10
woogiman,2003-01-24
worthy,1970-01-01
x.Ke,1970-01-01
xChugo,1970-01-01
xGerard,1970-01-01
xQQ,1996-08-26
xRTROIKA,1993-03-24
xYZ,1970-01-01
xclusive,1970-01-01
xecratioN,1992-06-30
xefe,1970-01-01
xeno,1970-01-01
xigmaZ,1970-01-01
xjora,1970-01-01
xkos,1993-10-20
xoogle,1998-04-23
xploidz,1970-01-01
xuan,2001-07-25
xyro,1970-01-01
yaGo,1983-09-13
yahooN,1970-01-01
yami,1970-01-01
yankkz,2001-05-23
yayo,1970-01-01
yekko,1970-01-01
yellow,1970-01-01
yeti,1997-12-12
yeti(Korean_Player),1999-10-08
yoggah,1970-01-01
yoming,1970-01-01
yosh,2004-08-25
yoshiNNGO,1970-01-01
ysaera,1996-05-22
yudi_Tamashiro,1992-08-04
yuki,1999-08-13
yung,1997-01-08
yura,1970-01-01
yurii,1970-01-01
yuzus,2000-05-24
zETA,1970-01-01
zaaK,1970-01-01
zambO,1970-01-01
zander,1970-01-01
zenox,1993-03-27
zenoxo,1970-01-01
zephiR,1970-01-01
zheka,1970-01-01
zoldyck,1970-01-01
zorman,1970-01-01
zoro,1970-01-01
zylnazter,1970-01-01
zyon,1970-01-01
aLex,1970-01-01
aPPROX,1970-01-01
aRanioN,1995-08-28
al0kaka,2001-10-11
alezudoo,1989-04-11
amenbo,1970-01-01
ana,1970-01-01
b1ologic,1970-01-01
baroz,1992-10-02
batfat,1998-10-07
blas,1994-05-16
blk,2003-09-28
bor,1970-01-01
breezy,1995-11-14
bruna,2002-06-30
cameram4n,1993-09-23
chOi,1988-01-14
copaS,1970-01-01
coted,2002-03-20
cryn,1993-12-10
cypriSs,1970-01-01
dan,2001-03-28
davil,1970-01-01
denike,1970-01-01
depresso,1970-01-01
destiny,1970-01-01
dustii,2001-05-04
eLTunisianoX,1995-12-05
eXoduSS,1998-01-12
eaglemees,2001-09-30
ezpzlmnsqz,1970-01-01
fRYKY,1970-01-01
febar,1970-01-01
fiskeR,1989-09-13
fk1,1998-11-28
flaers0,1970-01-01
fredQx,1970-01-01
freezao,1999-11-01
g3r0,1970-01-01
gCR,1970-01-01
gatorada,2000-07-31
geRe,1970-01-01
ghost1,2000-04-29
gohaN,1993-06-11
h1ghs,1999-05-22
h3dy,1998-11-26
hugzord,1999-02-17
iLeven,1995-08-17
iMajorNova,1997-08-28
iZRO,1970-01-01
iblackZ,1970-01-01
iconic,2002-06-08
igoorctg,1996-06-23
imp,2003-03-30
ion,1999-12-10
ipaP,1989-06-19
iqorex,1999-01-02
j3n4,2000-01-03
jNSzki,1993-04-01
jahk,1987-09-23
jwey,1997-01-20
k1kS,1970-01-01
kRMz,2002-05-21
karzheka,1998-07-09
kizoku,1985-06-16
kondz,1970-01-01
korey,1999-12-28
leoxard,1970-01-01
live,1970-01-01
m1loN,2002-08-30
maddi,2001-05-08
mand,1997-10-19
mav,1993-11-28
mcunha,1999-12-06
med1cz,1995-05-08
meepeY,1995-07-03
mgN,2000-11-01
morxzas,1989-04-21
mzo,1970-01-01
nKiraG,1995-06-06
naate,1970-01-01
naka,1970-01-01
namea,1999-05-18
nanoKidz,1995-06-22
neLo,1996-10-19
nesk,1995-03-16
ninexT,1997-02-23
njr,1970-01-01
nkt,1997-10-09
nvK,1998-08-09
oJGz,2000-12-16
oNe,1970-01-01
oVie,1991-05-17
p0Lo,1994-03-13
p4sh4,2001-07-18
pX,1970-01-01
pacbull,2001-01-08
pannari,1993-11-17
pdr1n,1970-01-01
peres,1970-01-01
pikniq,2001-08-20
pino,2000-11-16
pnno9,2003-03-13
prototype_1z,1970-01-01
psk1,1993-07-13
pzd,1970-01-01
qeP,1980-09-16
quikz,1984-09-28
r0usty,1970-01-01
r3plicA,1995-09-19
rFont4,1970-01-01
rcuth,2000-12-22
rdz,1970-01-01
resetz,2003-04-12
rhyze,1999-03-27
ripz,1998-07-08
risze,1992-10-13
rush,1995-03-27
russa,2000-01-17
rxwd,1996-05-07
sNKy,1999-02-02
sNakj,1970-01-01
sSeiiya,1970-01-01
sTiZze,1970-01-01
saeyeora,2001-09-25
sakke,1994-01-11
seven,1970-01-01
shu,1970-01-01
sno0ken,1970-01-01
soulz1,1970-01-01
spokeN,1992-01-03
sprOnigiri,2001-03-31
supr,1970-01-01
syliX,1970-01-01
tetra,1997-11-22
tHUG-LIFE,1996-03-21
trak,1996-01-30
unDrr,1999-02-14
usog,1970-01-01
vASS1LYY,1996-05-24
vandal,1993-10-19
w1oza,1998-10-29
wTg,1998-01-26
waNted,1992-04-27
wag,1970-01-01
weskeRR,1988-10-11
wrath,1970-01-01
xS3xyCake,1999-05-08
yElektra,1997-06-16
yangiii,1970-01-01
yass,1995-09-30
yoona,1991-05-26
yungalec,2001-10-05
yuuk,1993-05-07
z1ronic,1990-06-26
zelgadiss,1985-09-24
ziGueira,1988-09-20
zilchy,1988-12-06
zz,1970-01-01
乔伊奥斯托雷,1970-01-01
叫我黑川,1970-01-01
天煞幽魂,1970-01-01
孤独的小锤子,1970-01-01
正义的伙伴阿,1996-02-10
節制,1970-01-01
节制,1970-01-01
